Season,TeamName,TeamID,FirstDayNum,LastDayNum,CoachName
1985,Niagara,1310,0,154,Pete Lonergan
1985,Nicholls St,1311,0,154,Gordon Stauffer
1985,North Carolina,1314,0,154,Dean Smith
1985,North Texas,1317,0,154,Tommy Newman
1985,Northeastern,1318,0,154,Jim Calhoun
1985,Northern Arizona,1319,0,154,Jay Arnote
1985,Northern Iowa,1320,0,154,Jim Berry
1985,Northwestern,1321,0,154,Rich Falk
1985,Northwestern LA,1322,0,154,Wayne Yates
1985,Notre Dame,1323,0,154,Digger Phelps
1985,Ohio,1325,0,154,Danny Nee
1985,Ohio St,1326,0,154,Eldon Miller
1985,Okla City,1327,0,154,Abe Lemons
1985,Oklahoma,1328,0,154,Billy Tubbs
1985,Oklahoma St,1329,0,154,Paul Hansen
1985,Old Dominion,1330,0,154,Paul Webb
1985,Oral Roberts,1331,0,154,Dick Acres
1985,Oregon,1332,0,154,Don Monson
1985,Oregon St,1333,0,154,Ralph Miller
1985,Pacific,1334,0,154,Tom O'Neill
1985,Penn,1335,0,154,Craig Littlepage
1985,Penn St,1336,0,154,Bruce Parkhill
1985,Pepperdine,1337,0,154,Jim Harrick
1985,Pittsburgh,1338,0,154,Roy Chipman
1985,Portland,1339,0,154,Jack Avina
1985,Prairie View,1341,0,154,Jim Duplantier
1985,Princeton,1343,0,154,Pete Carril
1985,Providence,1344,0,154,Joseph Mullaney
1985,Purdue,1345,0,154,Gene Keady
1985,Radford,1347,0,154,Joe Davis
1985,Rhode Island,1348,0,154,Brendan Malone
1985,Rice,1349,0,154,Tommy Suitts
1985,Richmond,1350,0,154,Dick Tarrant
1985,Rider,1351,0,154,John Carpenter
1985,Robert Morris,1352,0,154,Jarrett Durham
1985,Rutgers,1353,0,154,Tom Young
1985,S Carolina St,1354,0,154,Chico Caldwell
1985,S Illinois,1356,0,154,Allen Van Winkle
1985,Samford,1359,0,154,Mel Hankinson
1985,San Diego,1360,0,154,Hank Egan
1985,San Diego St,1361,0,154,Smokey Gaines
1985,San Jose St,1363,0,154,Bill Berry
1985,UC Santa Barbara,1364,0,154,Jerry Pimm
1985,Santa Clara,1365,0,154,Carroll Williams
1985,SE Louisiana,1368,0,154,Newton Chelette
1985,Seton Hall,1371,0,154,P J Carlesimo
1985,Siena,1373,0,154,John Griffin
1985,SMU,1374,0,154,Dave Bliss
1985,South Alabama,1375,0,154,Mike Hanks
1985,South Carolina,1376,0,154,Bill E Foster
1985,South Florida,1378,0,154,Lee Rose
1985,Southern Miss,1379,0,154,M K Turk
1985,Southern Univ,1380,0,154,Robert Hopkins
1985,St Bonaventure,1382,0,154,Jim J O'Brien
1985,St Francis NY,1383,0,154,Bob Valvano
1985,St Francis PA,1384,0,154,Kevin Porter
1985,St John's,1385,0,154,Lou Carnesecca
1985,St Joseph's PA,1386,0,154,Jim Boyle
1985,St Louis,1387,0,154,Rich Grawer
1985,St Mary's CA,1388,0,154,Bill Oates
1985,St Peter's,1389,0,154,Bob Dukiet
1985,Stanford,1390,0,154,Tom Davis
1985,Stetson,1391,0,154,Glenn Wilkes
1985,Syracuse,1393,0,154,Jim Boeheim
1985,TCU,1395,0,154,Jim Killingsworth
1985,Temple,1396,0,154,John Chaney
1985,Tennessee,1397,0,154,Don Devoe
1985,Tennessee St,1398,0,49,Edward Martin
1985,Tennessee St,1398,50,154,Ed Meyers
1985,Tennessee Tech,1399,0,154,Tom Deaton
1985,Texas,1400,0,154,Bob Weltlich
1985,Texas A&M,1401,0,154,Shelby Metcalf
1985,Texas St,1402,0,154,Celester Collier
1985,Texas Tech,1403,0,154,Gerald Myers
1985,Toledo,1405,0,154,Bob Nichols
1985,Towson,1406,0,154,Terry Truax
1985,Tulane,1408,0,154,Ned Fowler
1985,Tulsa,1409,0,154,Nolan Richardson Jr
1985,UTRGV,1410,0,154,Lon Kruger
1985,TX Southern,1411,0,154,Robert Moreland
1985,UAB,1412,0,154,Gene Bartow
1985,UC Irvine,1414,0,154,Bill Mulligan
1985,UCF,1416,0,154,Chuck Machock
1985,UCLA,1417,0,154,Walt Hazzard
1985,Louisiana,1418,0,154,Bobby Paschal
1985,ULM,1419,0,154,Mike Vining
1985,UNC Wilmington,1423,0,154,Mel Gibson
1985,UNLV,1424,0,154,Jerry Tarkanian
1985,USC,1425,0,154,Stan Morrison
1985,UT Arlington,1426,0,154,Bob Snake Legrand
1985,UT San Antonio,1427,0,154,Don Eddy
1985,Utah,1428,0,154,Lynn Archibald
1985,Utah St,1429,0,154,Rod Tueller
1985,UTEP,1431,0,154,Don Haskins
1985,Utica,1432,0,154,Larry Costello
1985,VCU,1433,0,154,J D Barnett
1985,Valparaiso,1434,0,154,Tom Smith
1985,Vanderbilt,1435,0,154,C M Newton
1985,Vermont,1436,0,154,Bill Whitmore
1985,Villanova,1437,0,154,Rollie Massimino
1985,Virginia,1438,0,154,Terry Holland
1985,Virginia Tech,1439,0,154,Charles Moir
1985,VMI,1440,0,154,Marty Fletcher
1985,W Carolina,1441,0,154,Steve Cottrell
1985,W Illinois,1442,0,154,Jack Margenthaler
1985,WKU,1443,0,154,Clem Haskins
1985,W Michigan,1444,0,154,Vern Payne
1985,W Texas A&M,1446,0,154,Gary Moss
1985,Wagner,1447,0,154,Neil Kennett
1985,Wake Forest,1448,0,154,Carl Tacy
1985,Washington,1449,0,154,Marv Harshman
1985,Washington St,1450,0,154,Len Stevens
1985,Weber St,1451,0,154,Neil McCarthy
1985,West Virginia,1452,0,154,Gale Catlett
1985,WI Green Bay,1453,0,154,Dick Lien
1985,Wichita St,1455,0,154,Gene Smithson
1985,William & Mary,1456,0,154,Barry Parkhill
1985,Wisconsin,1458,0,154,Steve Yoder
1985,Wyoming,1461,0,154,Jim Brandenburg
1985,Xavier,1462,0,154,Bob Staak
1985,Yale,1463,0,154,Tom Brennan
1985,Youngstown St,1464,0,154,Mike Rice Sr
1986,Air Force,1102,0,154,Reggie Minton
1986,Akron,1103,0,154,Bob Huggins
1986,Alabama,1104,0,154,Wimp Sanderson
1986,Alabama St,1106,0,154,James Oliver
1986,Alcorn St,1108,0,154,Davey Whitney
1986,Alliant Intl,1109,0,154,Gary Zarecky
1986,American Univ,1110,0,154,Ed Tapscott
1986,Appalachian St,1111,0,154,Kevin Cantwell
1986,Arizona,1112,0,154,Lute Olson
1986,Arizona St,1113,0,154,Steve Patterson
1986,Ark Little Rock,1114,0,154,Mike Newell
1986,Arkansas,1116,0,154,Nolan Richardson Jr
1986,Arkansas St,1117,0,154,Nelson Catalina
1986,Army,1119,0,154,Les Wothke
1986,Auburn,1120,0,154,Sonny Smith
1986,Augusta,1121,0,154,Marvin Vanover
1986,Austin Peay,1122,0,154,Lake Kelly
1986,Ball St,1123,0,154,Al Brown
1986,Baylor,1124,0,154,Gene Iba
1986,Bethune-Cookman,1126,0,154,Cy McClairen
1986,Boise St,1129,0,154,Bobby Dye
1986,Boston College,1130,0,154,Gary Williams
1986,Boston Univ,1131,0,154,Mike Jarvis
1986,Bowling Green,1132,0,154,John Weinert
1986,Bradley,1133,0,154,Dick Versace
1986,Brooklyn,1134,0,154,Mark Reiner
1986,Brown,1135,0,154,Mike Cingiser
1986,Bucknell,1137,0,154,Charles Woollum
1986,Butler,1139,0,154,Joe Sexson
1986,BYU,1140,0,154,Ladell Andersen
1986,C Michigan,1141,0,154,Charlie Coles
1986,California,1143,0,154,Lou Campanelli
1986,Campbell,1144,0,154,Billy Lee
1986,Canisius,1145,0,154,Nick Macarchuk
1986,Centenary,1147,0,154,Tommy Canterbury
1986,Charleston So,1149,0,154,Tommy Gaither
1986,Charlotte,1150,0,154,Jeff Mullins
1986,Chattanooga,1151,0,154,Mack McCarthy
1986,Chicago St,1152,0,154,Bob Hallberg
1986,Cincinnati,1153,0,154,Tony Yates
1986,Citadel,1154,0,154,Randy Nesbit
1986,Clemson,1155,0,154,Cliff Ellis
1986,Cleveland St,1156,0,154,Kevin Mackey
1986,Colgate,1159,0,154,Tony Relvas
1986,Colorado,1160,0,154,Tom Apke
1986,Colorado St,1161,0,154,Tony McAndrews
1986,Columbia,1162,0,154,Wayne Szoke
1986,Connecticut,1163,0,154,Dom Perno
1986,Coppin St,1164,0,154,John Bates
1986,Cornell,1165,0,154,Tom Miller
1986,Creighton,1166,0,154,Tony Barone
1986,CS Fullerton,1168,0,154,George McQuarn
1986,Dartmouth,1171,0,154,Paul Cormier
1986,Davidson,1172,0,154,Bobby Hussey
1986,Dayton,1173,0,154,Don Donoher
1986,Delaware,1174,0,154,Steve Steinwedel
1986,Delaware St,1175,0,154,Marshall Emery
1986,DePaul,1177,0,154,Joey Meyer
1986,Detroit,1178,0,154,Don Sicko
1986,Drake,1179,0,154,Gary Garner
1986,Drexel,1180,0,154,Eddie Burke
1986,Duke,1181,0,154,Mike Krzyzewski
1986,Duquesne,1182,0,154,Jim Satalin
1986,E Illinois,1183,0,154,Rick Samuels
1986,E Kentucky,1184,0,154,Max Good
1986,E Michigan,1185,0,79,Jim Boyce
1986,E Michigan,1185,80,154,Ben Braun
1986,E Washington,1186,0,154,Joe Folda
1986,East Carolina,1187,0,154,Charlie Harrison
1986,ETSU,1190,0,154,Les Robinson
1986,Evansville,1191,0,154,Jim Crews
1986,F Dickinson,1192,0,154,Tom Green
1986,Fairfield,1193,0,154,Mitch Buonaguro
1986,Florida,1196,0,154,Norm Sloan
1986,Florida A&M,1197,0,154,Willie Booker
1986,Florida St,1199,0,154,Joe Williams
1986,Fordham,1200,0,154,Thomas Penders
1986,Fresno St,1201,0,154,Tiny Grant
1986,Furman,1202,0,154,Butch Estes
1986,G Washington,1203,0,154,John Kuester
1986,Ga Southern,1204,0,154,Frank Kerns
1986,George Mason,1206,0,154,Joe Harrington
1986,Georgetown,1207,0,154,John Thompson Jr
1986,Georgia,1208,0,154,Hugh Durham
1986,Georgia St,1209,0,154,Bob Reinhart
1986,Georgia Tech,1210,0,154,Bobby Cremins
1986,Gonzaga,1211,0,154,Dan Fitzgerald
1986,Grambling,1212,0,154,Fred Hobdy
1986,Hardin-Simmons,1215,0,154,Dick Danford
1986,Hartford,1216,0,154,Jack Phelan
1986,Harvard,1217,0,154,Peter Roby
1986,Hawaii,1218,0,154,Frank Arnold
1986,Hofstra,1220,0,154,Dick Berg
1986,Holy Cross,1221,0,154,George Blaney
1986,Houston,1222,0,154,Guy Lewis
1986,Houston Chr,1223,0,154,Tommy Jones
1986,Howard,1224,0,154,A B Williamson
1986,Idaho,1225,0,154,Bill Trumbo
1986,Idaho St,1226,0,154,Jim Boutin
1986,IL Chicago,1227,0,154,Willie Little
1986,Illinois,1228,0,154,Lou Henson
1986,Illinois St,1229,0,154,Bob Donewald
1986,Indiana,1231,0,154,Bob Knight
1986,Indiana St,1232,0,154,Ronald Greene
1986,Iona,1233,0,154,Pat Kennedy
1986,Iowa,1234,0,154,George Raveling
1986,Iowa St,1235,0,154,Johnny Orr
1986,Jackson St,1238,0,154,Paul Covington
1986,Jacksonville,1239,0,154,Bob Wenzel
1986,James Madison,1241,0,154,John Thurston
1986,Kansas,1242,0,154,Larry Brown
1986,Kansas St,1243,0,154,Jack Hartman
1986,Kent,1245,0,154,Jim McDonald
1986,Kentucky,1246,0,154,Eddie Sutton
1986,La Salle,1247,0,154,Lefty Ervin
1986,Lafayette,1248,0,154,Butch Van Breda Kolff
1986,Lamar,1249,0,154,Pat Foster
1986,Lehigh,1250,0,154,Fran McCaffery
1986,Long Beach St,1253,0,154,Ron Palmer
1986,LIU Brooklyn,1254,0,154,Paul Lizzo
1986,Louisiana Tech,1256,0,154,Tommy Joe Eagles
1986,Louisville,1257,0,154,Denny Crum
1986,Loy Marymount,1258,0,154,Paul Westhead
1986,Loyola MD,1259,0,154,Mark Amatucci
1986,Loyola-Chicago,1260,0,154,Gene Sullivan
1986,LSU,1261,0,154,Dale Brown
1986,Maine,1263,0,154,Skip Chappelle
1986,Manhattan,1264,0,154,Tom Sullivan
1986,Marist,1265,0,154,Matt Furjanic
1986,Marquette,1266,0,154,Rick Majerus
1986,Marshall,1267,0,154,Rick Huckabay
1986,Maryland,1268,0,154,Lefty Driesell
1986,Massachusetts,1269,0,154,Ron Gerlufsen
1986,McNeese St,1270,0,154,Glenn Duhon
1986,MD E Shore,1271,0,154,Howie Evans
1986,Memphis,1272,0,154,Dana Kirk
1986,Mercer,1273,0,154,Bill Bibb
1986,Miami FL,1274,0,154,Bill C Foster
1986,Miami OH,1275,0,154,Jerry Peirson
1986,Michigan,1276,0,154,Bill Frieder
1986,Michigan St,1277,0,154,Jud Heathcote
1986,Minnesota,1278,0,91,Jim Dutcher
1986,Minnesota,1278,92,154,Jimmy Williams
1986,Mississippi,1279,0,154,Lee Hunt
1986,Mississippi St,1280,0,154,Bob Boyd
1986,Missouri,1281,0,154,Norm Stewart
1986,Missouri St,1283,0,154,Charles Spoonhour
1986,Monmouth NJ,1284,0,154,Ron Kornegay
1986,Montana,1285,0,154,Mike Montgomery
1986,Montana St,1286,0,154,Stu Starner
1986,Morehead St,1287,0,154,Wayne Martin
1986,Morgan St,1288,0,154,Nathaniel Frazier
1986,MS Valley St,1290,0,154,Lafayette Stribling
1986,MTSU,1292,0,154,Bruce Stewart
1986,Murray St,1293,0,154,Steve Newton
1986,N Illinois,1296,0,154,John McDougal
1986,Navy,1298,0,154,Paul Evans
1986,NC A&T,1299,0,154,Don Corbett
1986,NC State,1301,0,154,Jim Valvano
1986,Nebraska,1304,0,154,Moe Iba
1986,Nevada,1305,0,154,Sonny Allen
1986,New Hampshire,1306,0,154,Gerry Friel
1986,New Mexico,1307,0,154,Gary Colson
1986,New Mexico St,1308,0,154,Neil McCarthy
1986,New Orleans,1309,0,154,Benny Dees
1986,Niagara,1310,0,154,Andy Walker
1986,Nicholls St,1311,0,154,Gordon Stauffer
1986,North Carolina,1314,0,154,Dean Smith
1986,North Texas,1317,0,154,Tommy Newman
1986,Northeastern,1318,0,154,Jim Calhoun
1986,Northern Arizona,1319,0,154,Jay Arnote
1986,Northern Iowa,1320,0,154,Jim Berry
1986,Northwestern,1321,0,154,Rich Falk
1986,Northwestern LA,1322,0,154,Don Beasley
1986,Notre Dame,1323,0,154,Digger Phelps
1986,Ohio,1325,0,154,Danny Nee
1986,Ohio St,1326,0,154,Eldon Miller
1986,Oklahoma,1328,0,154,Billy Tubbs
1986,Oklahoma St,1329,0,154,Paul Hansen
1986,Old Dominion,1330,0,154,Tom Young
1986,Oral Roberts,1331,0,154,Ted Owens
1986,Oregon,1332,0,154,Don Monson
1986,Oregon St,1333,0,154,Ralph Miller
1986,Pacific,1334,0,154,Tom O'Neill
1986,Penn,1335,0,154,Tom Schneider
1986,Penn St,1336,0,154,Bruce Parkhill
1986,Pepperdine,1337,0,154,Jim Harrick
1986,Pittsburgh,1338,0,154,Roy Chipman
1986,Portland,1339,0,154,Jack Avina
1986,Prairie View,1341,0,154,Jim Duplantier
1986,Princeton,1343,0,154,Pete Carril
1986,Providence,1344,0,154,Rick Pitino
1986,Purdue,1345,0,154,Gene Keady
1986,Radford,1347,0,154,Joe Davis
1986,Rhode Island,1348,0,154,Brendan Malone
1986,Rice,1349,0,154,Tommy Suitts
1986,Richmond,1350,0,154,Dick Tarrant
1986,Rider,1351,0,154,John Carpenter
1986,Robert Morris,1352,0,154,Jarrett Durham
1986,Rutgers,1353,0,154,Craig Littlepage
1986,S Carolina St,1354,0,154,Chico Caldwell
1986,S Illinois,1356,0,154,Rich Herrin
1986,Samford,1359,0,154,Mel Hankinson
1986,San Diego,1360,0,154,Hank Egan
1986,San Diego St,1361,0,154,Smokey Gaines
1986,San Francisco,1362,0,154,Jim Brovelli
1986,San Jose St,1363,0,154,Bill Berry
1986,UC Santa Barbara,1364,0,154,Jerry Pimm
1986,Santa Clara,1365,0,154,Carroll Williams
1986,SE Louisiana,1368,0,154,Newton Chelette
1986,Seton Hall,1371,0,154,P J Carlesimo
1986,Siena,1373,0,154,John Griffin
1986,SMU,1374,0,154,Dave Bliss
1986,South Alabama,1375,0,154,Mike Hanks
1986,South Carolina,1376,0,154,Bill E Foster
1986,South Florida,1378,0,154,Lee Rose
1986,Southern Miss,1379,0,154,M K Turk
1986,Southern Univ,1380,0,154,Robert Hopkins
1986,St Bonaventure,1382,0,154,Jim J O'Brien
1986,St Francis NY,1383,0,154,Bob Valvano
1986,St Francis PA,1384,0,154,Kevin Porter
1986,St John's,1385,0,154,Lou Carnesecca
1986,St Joseph's PA,1386,0,154,Jim Boyle
1986,St Louis,1387,0,154,Rich Grawer
1986,St Mary's CA,1388,0,154,Bill Oates
1986,St Peter's,1389,0,154,Bob Dukiet
1986,Stanford,1390,0,154,Tom Davis
1986,Stetson,1391,0,154,Glenn Wilkes
1986,Syracuse,1393,0,154,Jim Boeheim
1986,TCU,1395,0,154,Jim Killingsworth
1986,Temple,1396,0,154,John Chaney
1986,Tennessee,1397,0,154,Don Devoe
1986,Tennessee St,1398,0,154,Larry Reid
1986,Tennessee Tech,1399,0,154,Tom Deaton
1986,Texas,1400,0,154,Bob Weltlich
1986,Texas A&M,1401,0,154,Shelby Metcalf
1986,Texas St,1402,0,154,Celester Collier
1986,Texas Tech,1403,0,154,Gerald Myers
1986,Toledo,1405,0,154,Bob Nichols
1986,Towson,1406,0,154,Terry Truax
1986,Tulsa,1409,0,154,J D Barnett
1986,UTRGV,1410,0,154,Lon Kruger
1986,TX Southern,1411,0,154,Robert Moreland
1986,UAB,1412,0,154,Gene Bartow
1986,UC Irvine,1414,0,154,Bill Mulligan
1986,UCF,1416,0,154,Phil Carter
1986,UCLA,1417,0,154,Walt Hazzard
1986,Louisiana,1418,0,154,Bobby Paschal
1986,ULM,1419,0,154,Mike Vining
1986,UNC Wilmington,1423,0,154,Mel Gibson
1986,UNLV,1424,0,154,Jerry Tarkanian
1986,USC,1425,0,154,Stan Morrison
1986,UT Arlington,1426,0,154,Bob Snake Legrand
1986,UT San Antonio,1427,0,94,Don Eddy
1986,UT San Antonio,1427,95,154,Larry Gatewood
1986,Utah,1428,0,154,Lynn Archibald
1986,Utah St,1429,0,154,Rod Tueller
1986,UTEP,1431,0,154,Don Haskins
1986,Utica,1432,0,154,Larry Costello
1986,VCU,1433,0,154,Mike Pollio
1986,Valparaiso,1434,0,154,Tom Smith
1986,Vanderbilt,1435,0,154,C M Newton
1986,Vermont,1436,0,154,Bill Whitmore
1986,Villanova,1437,0,154,Rollie Massimino
1986,Virginia,1438,0,154,Terry Holland
1986,Virginia Tech,1439,0,154,Charles Moir
1986,VMI,1440,0,154,Marty Fletcher
1986,W Carolina,1441,0,154,Steve Cottrell
1986,W Illinois,1442,0,154,Jack Margenthaler
1986,WKU,1443,0,154,Clem Haskins
1986,W Michigan,1444,0,154,Vern Payne
1986,W Texas A&M,1446,0,154,Gary Moss
1986,Wagner,1447,0,154,Neil Kennett
1986,Wake Forest,1448,0,154,Bob Staak
1986,Washington,1449,0,154,Andy Russo
1986,Washington St,1450,0,154,Len Stevens
1986,Weber St,1451,0,154,Larry Farmer
1986,West Virginia,1452,0,154,Gale Catlett
1986,WI Green Bay,1453,0,154,Dick Bennett
1986,Wichita St,1455,0,154,Gene Smithson
1986,William & Mary,1456,0,154,Barry Parkhill
1986,Wisconsin,1458,0,154,Steve Yoder
1986,Wyoming,1461,0,154,Jim Brandenburg
1986,Xavier,1462,0,154,Pete Gillen
1986,Yale,1463,0,154,Tom Brennan
1986,Youngstown St,1464,0,154,Mike Rice Sr
1987,Air Force,1102,0,154,Reggie Minton
1987,Akron,1103,0,154,Bob Huggins
1987,Alabama,1104,0,154,Wimp Sanderson
1987,Alabama St,1106,0,154,James Oliver
1987,Alcorn St,1108,0,154,Davey Whitney
1987,Alliant Intl,1109,0,154,Gary Zarecky
1987,American Univ,1110,0,154,Ed Tapscott
1987,Appalachian St,1111,0,154,Tom Apke
1987,Arizona,1112,0,154,Lute Olson
1987,Arizona St,1113,0,154,Steve Patterson
1987,Ark Little Rock,1114,0,154,Mike Newell
