Season,Seed,TeamName,TeamID
1986,X03,Notre Dame,1323
1986,X04,Georgetown,1207
1986,X05,Michigan St.,1277
1986,X06,NC State,1301
1986,X07,Iowa St.,1235
1986,X08,Jacksonville,1239
1986,X09,Temple,1396
1986,X10,Miami OH,1275
1986,X11,Iowa,1234
1986,X12,Washington,1449
1986,X13,Texas Tech,1403
1986,X14,Ark Little Rock,1114
1986,X15,Akron,1103
1986,X16,NC A&T,1299
1986,Y01,Kentucky,1246
1986,Y02,Georgia Tech,1210
1986,Y03,Memphis,1272
1986,Y04,Illinois,1228
1986,Y05,Alabama,1104
1986,Y06,Purdue,1345
1986,Y07,Virginia Tech,1439
1986,Y08,WKU,1443
1986,Y09,Nebraska,1304
1986,Y10,Villanova,1437
1986,Y11,LSU,1261
1986,Y12,Xavier,1462
1986,Y13,Fairfield,1193
1986,Y14,Ball St.,1123
1986,Y15,Marist,1265
1986,Y16,Davidson,1172
1986,Z01,St. John's,1385
1986,Z02,Louisville,1257
1986,Z03,North Carolina,1314
1986,Z04,UNLV,1424
1986,Z05,Maryland,1268
1986,Z06,UAB,1412
1986,Z07,Bradley,1133
1986,Z08,Auburn,1120
1986,Z09,Arizona,1112
1986,Z10,UTEP,1431
1986,Z11,Missouri,1281
1986,Z12,Pepperdine,1337
1986,Z13,ULM,1419
1986,Z14,Utah,1428
1986,Z15,Drexel,1180
1986,Z16,Montana St.,1286
1987,W01,North Carolina,1314
1987,W02,Syracuse,1393
1987,W03,Purdue,1345
1987,W04,TCU,1395
1987,W05,Notre Dame,1323
1987,W06,Florida,1196
1987,W07,West Virginia,1452
1987,W08,Navy,1298
1987,W09,Michigan,1276
1987,W10,WKU,1443
1987,W11,NC State,1301
1987,W12,MTSU,1292
1987,W13,Marshall,1267
1987,W14,Northeastern,1318
1987,W15,Ga Southern,1204
1987,W16,Penn,1335
1987,X01,Georgetown,1207
1987,X02,Alabama,1104
1987,X03,Illinois,1228
1987,X04,Clemson,1155
1987,X05,Kansas,1242
1987,X06,Providence,1344
1987,X07,New Orleans,1309
1987,X08,Kentucky,1246
1987,X09,Ohio St.,1326
1987,X10,BYU,1140
1987,X11,UAB,1412
1987,X12,Houston,1222
1987,X13,Missouri St.,1283
1987,X14,Austin Peay,1122
1987,X15,NC A&T,1299
1987,X16,Bucknell,1137
1987,Y01,Indiana,1231
1987,Y02,Temple,1396
1987,Y03,DePaul,1177
1987,Y04,Missouri,1281
1987,Y05,Duke,1181
1987,Y06,St. John's,1385
1987,Y07,Georgia Tech,1210
1987,Y08,Auburn,1120
1987,Y09,San Diego,1360
1987,Y10,LSU,1261
1987,Y11,Wichita St.,1455
1987,Y12,Texas A&M,1401
1987,Y13,Xavier,1462
1987,Y14,Louisiana Tech,1256
1987,Y15,Southern Univ,1380
1987,Y16,Fairfield,1193
1987,Z01,UNLV,1424
1987,Z02,Iowa,1234
1987,Z03,Pittsburgh,1338
1987,Z04,UCLA,1417
1987,Z05,Virginia,1438
1987,Z06,Oklahoma,1328
1987,Z07,UTEP,1431
1987,Z08,Georgia,1208
1987,Z09,Kansas St.,1243
1987,Z10,Arizona,1112
1987,Z11,Tulsa,1409
1987,Z12,Wyoming,1461
1987,Z13,C Michigan,1141
1987,Z14,Marist,1265
1987,Z15,Santa Clara,1365
1987,Z16,Idaho St.,1226
1988,W01,Temple,1396
1988,W02,Duke,1181
1988,W03,Syracuse,1393
1988,W04,Indiana,1231
1988,W05,Georgia Tech,1210
1988,W06,Missouri,1281
1988,W07,SMU,1374
1988,W08,Georgetown,1207
1988,W09,LSU,1261
1988,W10,Notre Dame,1323
1988,W11,Rhode Island,1348
1988,W12,Iowa St.,1235
1988,W13,Richmond,1350
1988,W14,NC A&T,1299
1988,W15,Boston Univ,1131
1988,W16,Lehigh,1250
1988,X01,Purdue,1345
1988,X02,Pittsburgh,1338
1988,X03,NC State,1301
1988,X04,Kansas St.,1243
1988,X05,DePaul,1177
1988,X06,Kansas,1242
1988,X07,Vanderbilt,1435
1988,X08,Baylor,1124
1988,X09,Memphis,1272
1988,X10,Utah St.,1429
1988,X11,Xavier,1462
1988,X12,Wichita St.,1455
1988,X13,La Salle,1247
1988,X14,Murray St.,1293
1988,X15,E Michigan,1185
1988,X16,F Dickinson,1192
1988,Y01,Oklahoma,1328
1988,Y02,Kentucky,1246
1988,Y03,Illinois,1228
1988,Y04,BYU,1140
1988,Y05,Louisville,1257
1988,Y06,Villanova,1437
1988,Y07,Maryland,1268
1988,Y08,Auburn,1120
1988,Y09,Bradley,1133
1988,Y10,UC Santa Barbara,1364
1988,Y11,Arkansas,1116
1988,Y12,Oregon St.,1333
1988,Y13,Charlotte,1150
1988,Y14,UT San Antonio,1427
1988,Y15,Southern Univ,1380
1988,Y16,Chattanooga,1151
1988,Z01,Arizona,1112
1988,Z02,North Carolina,1314
1988,Z03,Michigan,1276
1988,Z04,UNLV,1424
1988,Z05,Iowa,1234
1988,Z06,Florida,1196
1988,Z07,Wyoming,1461
1988,Z08,Seton Hall,1371
1988,Z09,UTEP,1431
1988,Z10,Loy Marymount,1258
1988,Z11,St. John's,1385
1988,Z12,Florida St.,1199
1988,Z13,Missouri St.,1283
1988,Z14,Boise St.,1129
1988,Z15,North Texas,1317
1988,Z16,Cornell,1165
1989,W01,Georgetown,1207
1989,W02,Duke,1181
1989,W03,Stanford,1390
1989,W04,Iowa,1234
1989,W05,NC State,1301
1989,W06,Kansas St.,1243
1989,W07,West Virginia,1452
1989,W08,Vanderbilt,1435
1989,W09,Notre Dame,1323
1989,W10,Tennessee,1397
1989,W11,Minnesota,1278
1989,W12,South Carolina,1376
1989,W13,Rutgers,1353
1989,W14,Siena,1373
1989,W15,S Carolina St.,1354
1989,W16,Princeton,1343
1989,X01,Arizona,1112
1989,X02,Indiana,1231
1989,X03,Seton Hall,1371
1989,X04,UNLV,1424
1989,X05,Memphis,1272
1989,X06,Oregon St.,1333
1989,X07,UTEP,1431
1989,X08,Saint Mary's,1388
1989,X09,Clemson,1155
1989,X10,LSU,1261
1989,X11,Evansville,1191
1989,X12,DePaul,1177
1989,X13,Idaho,1225
1989,X14,Missouri St.,1283
1989,X15,George Mason,1206
1989,X16,Robert Morris,1352
1989,Y01,Illinois,1228
1989,Y02,Syracuse,1393
1989,Y03,Missouri,1281
1989,Y04,Louisville,1257
1989,Y05,Arkansas,1116
1989,Y06,Georgia Tech,1210
1989,Y07,Florida,1196
1989,Y08,Pittsburgh,1338
1989,Y09,Ball St.,1123
1989,Y10,Colorado St.,1161
1989,Y11,Texas,1400
1989,Y12,Loy Marymount,1258
1989,Y13,Ark Little Rock,1114
1989,Y14,Creighton,1166
1989,Y15,Bucknell,1137
1989,Y16,McNeese St.,1270
1989,Z01,Oklahoma,1328
1989,Z02,North Carolina,1314
1989,Z03,Michigan,1276
1989,Z04,Florida St.,1199
1989,Z05,Virginia,1438
1989,Z06,Alabama,1104
1989,Z07,UCLA,1417
1989,Z08,La Salle,1247
1989,Z09,Louisiana Tech,1256
1989,Z10,Iowa St.,1235
1989,Z11,South Alabama,1375
1989,Z12,Providence,1344
1989,Z13,MTSU,1292
1989,Z14,Xavier,1462
1989,Z15,Southern Univ,1380
1989,Z16,ETSU,1190
1990,W01,Connecticut,1163
1990,W02,Kansas,1242
1990,W03,Duke,1181
1990,W04,La Salle,1247
1990,W05,Clemson,1155
1990,W06,St. John's,1385
1990,W07,UCLA,1417
1990,W08,Indiana,1231
1990,W09,California,1143
1990,W10,UAB,1412
1990,W11,Temple,1396
1990,W12,BYU,1140
1990,W13,Southern Miss,1379
1990,W14,Richmond,1350
1990,W15,Robert Morris,1352
1990,W16,Boston Univ,1131
1990,X01,Oklahoma,1328
1990,X02,Purdue,1345
1990,X03,Georgetown,1207
1990,X04,Arkansas,1116
1990,X05,Illinois,1228
1990,X06,Xavier,1462
1990,X07,Georgia,1208
1990,X08,North Carolina,1314
1990,X09,Missouri St.,1283
1990,X10,Texas,1400
1990,X11,Kansas St.,1243
1990,X12,Dayton,1173
1990,X13,Princeton,1343
1990,X14,TX Southern,1411
1990,X15,ULM,1419
1990,X16,Towson,1406
1990,Y01,Michigan St.,1277
1990,Y02,Syracuse,1393
1990,Y03,Missouri,1281
1990,Y04,Georgia Tech,1210
1990,Y05,LSU,1261
1990,Y06,Minnesota,1278
1990,Y07,Virginia,1438
1990,Y08,Houston,1222
1990,Y09,UC Santa Barbara,1364
1990,Y10,Notre Dame,1323
1990,Y11,UTEP,1431
1990,Y12,Villanova,1437
1990,Y13,ETSU,1190
1990,Y14,Northern Iowa,1320
1990,Y15,Coppin St.,1164
1990,Y16,Murray St.,1293
1990,Z01,UNLV,1424
1990,Z02,Arizona,1112
1990,Z03,Michigan,1276
1990,Z04,Louisville,1257
1990,Z05,Oregon St.,1333
1990,Z06,New Mexico St.,1308
1990,Z07,Alabama,1104
1990,Z08,Ohio St.,1326
1990,Z09,Providence,1344
1990,Z10,Colorado St.,1161
1990,Z11,Loy Marymount,1258
1990,Z12,Ball St.,1123
1990,Z13,Idaho,1225
1990,Z14,Illinois St.,1229
1990,Z15,South Florida,1378
1990,Z16,Ark Little Rock,1114
1991,W01,North Carolina,1314
1991,W02,Syracuse,1393
1991,W03,Oklahoma St.,1329
1991,W04,UCLA,1417
1991,W05,Mississippi St.,1280
1991,W06,NC State,1301
1991,W07,Purdue,1345
1991,W08,Princeton,1343
1991,W09,Villanova,1437
1991,W10,Temple,1396
1991,W11,Southern Miss,1379
1991,W12,E Michigan,1185
1991,W13,Penn St.,1336
1991,W14,New Mexico,1307
1991,W15,Richmond,1350
1991,W16,Northeastern,1318
1991,X01,Arkansas,1116
1991,X02,Indiana,1231
1991,X03,Kansas,1242
1991,X04,Alabama,1104
1991,X05,Wake Forest,1448
1991,X06,Pittsburgh,1338
1991,X07,Florida St.,1199
1991,X08,Arizona St.,1113
1991,X09,Rutgers,1353
1991,X10,USC,1425
1991,X11,Georgia,1208
1991,X12,Louisiana Tech,1256
1991,X13,Murray St.,1293
1991,X14,New Orleans,1309
1991,X15,Coastal Car,1157
1991,X16,Georgia St.,1209
1991,Y01,Ohio St.,1326
1991,Y02,Duke,1181
1991,Y03,Nebraska,1304
1991,Y04,St. John's,1385
1991,Y05,Texas,1400
1991,Y06,LSU,1261
1991,Y07,Iowa,1234
1991,Y08,Georgia Tech,1210
1991,Y09,DePaul,1177
1991,Y10,ETSU,1190
1991,Y11,Connecticut,1163
1991,Y12,Saint Peter's,1389
1991,Y13,N Illinois,1296
1991,Y14,Xavier,1462
1991,Y15,ULM,1419
1991,Y16,Towson,1406
1991,Z01,UNLV,1424
1991,Z02,Arizona,1112
1991,Z03,Seton Hall,1371
1991,Z04,Utah,1428
1991,Z05,Michigan St.,1277
1991,Z06,New Mexico St.,1308
1991,Z07,Virginia,1438
1991,Z08,Georgetown,1207
1991,Z09,Vanderbilt,1435
1991,Z10,BYU,1140
1991,Z11,Creighton,1166
1991,Z12,WI Green Bay,1453
1991,Z13,South Alabama,1375
1991,Z14,Pepperdine,1337
1991,Z15,Saint Francis PA,1384
1991,Z16,Montana,1285
1992,W01,Duke,1181
1992,W02,Kentucky,1246
1992,W03,Massachusetts,1269
1992,W04,Seton Hall,1371
1992,W05,Missouri,1281
1992,W06,Syracuse,1393
1992,W07,Charlotte,1150
1992,W08,Texas,1400
1992,W09,Iowa,1234
1992,W10,Iowa St.,1235
1992,W11,Princeton,1343
1992,W12,West Virginia,1452
1992,W13,La Salle,1247
1992,W14,Fordham,1200
1992,W15,Old Dominion,1330
1992,W16,Campbell,1144
1992,X01,UCLA,1417
1992,X02,Indiana,1231
1992,X03,Florida St.,1199
1992,X04,Oklahoma,1328
1992,X05,DePaul,1177
1992,X06,Georgetown,1207
1992,X07,LSU,1261
1992,X08,Louisville,1257
1992,X09,Wake Forest,1448
1992,X10,BYU,1140
1992,X11,South Florida,1378
1992,X12,New Mexico St.,1308
1992,X13,Louisiana,1418
1992,X14,Montana,1285
1992,X15,E Illinois,1183
1992,X16,Robert Morris,1352
1992,Y01,Kansas,1242
1992,Y02,USC,1425
1992,Y03,Arkansas,1116
1992,Y04,Cincinnati,1153
1992,Y05,Michigan St.,1277
1992,Y06,Memphis,1272
1992,Y07,Georgia Tech,1210
1992,Y08,Evansville,1191
1992,Y09,UTEP,1431
1992,Y10,Houston,1222
1992,Y11,Pepperdine,1337
1992,Y12,Missouri St.,1283
1992,Y13,Delaware,1174
1992,Y14,Murray St.,1293
1992,Y15,ULM,1419
1992,Y16,Howard,1224
1992,Z01,Ohio St.,1326
1992,Z02,Oklahoma St.,1329
1992,Z03,Arizona,1112
1992,Z04,North Carolina,1314
1992,Z05,Alabama,1104
1992,Z06,Michigan,1276
1992,Z07,St. John's,1385
1992,Z08,Nebraska,1304
1992,Z09,Connecticut,1163
1992,Z10,Tulane,1408
1992,Z11,Temple,1396
1992,Z12,Stanford,1390
1992,Z13,Miami OH,1275
1992,Z14,ETSU,1190
1992,Z15,Ga Southern,1204
1992,Z16,MS Valley St.,1290
1993,W01,North Carolina,1314
1993,W02,Cincinnati,1153
1993,W03,Massachusetts,1269
1993,W04,Arkansas,1116
1993,W05,St. John's,1385
1993,W06,Virginia,1438
1993,W07,New Mexico St.,1308
1993,W08,Rhode Island,1348
1993,W09,Purdue,1345
1993,W10,Nebraska,1304
1993,W11,Manhattan,1264
1993,W12,Texas Tech,1403
1993,W13,Holy Cross,1221
1993,W14,Penn,1335
1993,W15,Coppin St.,1164
1993,W16,East Carolina,1187
1993,X01,Indiana,1231
1993,X02,Kansas,1242
1993,X03,Duke,1181
1993,X04,Louisville,1257
1993,X05,Oklahoma St.,1329
1993,X06,California,1143
1993,X07,BYU,1140
1993,X08,New Orleans,1309
1993,X09,Xavier,1462
1993,X10,SMU,1374
1993,X11,LSU,1261
1993,X12,Marquette,1266
1993,X13,Delaware,1174
1993,X14,S Illinois,1356
1993,X15,Ball St.,1123
1993,X16,Wright St.,1460
1993,Y01,Kentucky,1246
1993,Y02,Seton Hall,1371
1993,Y03,Florida St.,1199
1993,Y04,Iowa,1234
1993,Y05,Wake Forest,1448
1993,Y06,Kansas St.,1243
1993,Y07,WKU,1443
1993,Y08,Utah,1428
1993,Y09,Pittsburgh,1338
1993,Y10,Memphis,1272
1993,Y11,Tulane,1408
1993,Y12,Chattanooga,1151
1993,Y13,ULM,1419
1993,Y14,Evansville,1191
1993,Y15,Tennessee St.,1398
1993,Y16,Rider,1351
1993,Z01,Michigan,1276
1993,Z02,Arizona,1112
1993,Z03,Vanderbilt,1435
1993,Z04,Georgia Tech,1210
1993,Z05,New Mexico,1307
1993,Z06,Illinois,1228
1993,Z07,Temple,1396
1993,Z08,Iowa St.,1235
1993,Z09,UCLA,1417
1993,Z10,Missouri,1281
1993,Z11,Long Beach St.,1253
1993,Z12,G Washington,1203
1993,Z13,Southern Univ,1380
1993,Z14,Boise St.,1129
1993,Z15,Santa Clara,1365
1993,Z16,Coastal Car,1157
1994,W01,North Carolina,1314
1994,W02,Connecticut,1163
1994,W03,Florida,1196
1994,W04,Temple,1396
1994,W05,Indiana,1231
1994,W06,Nebraska,1304
1994,W07,UAB,1412
1994,W08,Washington St.,1450
1994,W09,Boston College,1130
1994,W10,G Washington,1203
1994,W11,Penn,1335
1994,W12,Ohio,1325
1994,W13,Drexel,1180
1994,W14,James Madison,1241
1994,W15,Rider,1351
1994,W16,Liberty,1251
1994,X01,Purdue,1345
1994,X02,Duke,1181
1994,X03,Kentucky,1246
1994,X04,Kansas,1242
1994,X05,Wake Forest,1448
1994,X06,Marquette,1266
1994,X07,Michigan St.,1277
1994,X08,Providence,1344
1994,X09,Alabama,1104
1994,X10,Seton Hall,1371
1994,X11,Louisiana,1418
1994,X12,Col Charleston,1158
1994,X13,Chattanooga,1151
1994,X14,Tennessee St.,1398
1994,X15,TX Southern,1411
1994,X16,UCF,1416
1994,Y01,Arkansas,1116
1994,Y02,Massachusetts,1269
1994,Y03,Michigan,1276
1994,Y04,Oklahoma St.,1329
1994,Y05,UCLA,1417
1994,Y06,Texas,1400
1994,Y07,Saint Louis,1387
1994,Y08,Illinois,1228
1994,Y09,Georgetown,1207
1994,Y10,Maryland,1268
1994,Y11,WKU,1443
1994,Y12,Tulsa,1409
1994,Y13,New Mexico St.,1308
1994,Y14,Pepperdine,1337
1994,Y15,Texas St.,1402
1994,Y16,NC A&T,1299
1994,Z01,Missouri,1281
1994,Z02,Arizona,1112
1994,Z03,Louisville,1257
1994,Z04,Syracuse,1393
1994,Z05,California,1143
1994,Z06,Minnesota,1278
1994,Z07,Virginia,1438
1994,Z08,Cincinnati,1153
1994,Z09,Wisconsin,1458
1994,Z10,New Mexico,1307
1994,Z11,S Illinois,1356
1994,Z12,WI Green Bay,1453
1994,Z13,Hawaii,1218
1994,Z14,Boise St.,1129
1994,Z15,Loyola MD,1259
1994,Z16,Navy,1298
1995,W01,Wake Forest,1448
1995,W02,Massachusetts,1269
1995,W03,Villanova,1437
1995,W04,Oklahoma St.,1329
1995,W05,Alabama,1104
1995,W06,Tulsa,1409
1995,W07,Charlotte,1150
1995,W08,Minnesota,1278
1995,W09,Saint Louis,1387
1995,W10,Stanford,1390
1995,W11,Illinois,1228
1995,W12,Penn,1335
1995,W13,Drexel,1180
1995,W14,Old Dominion,1330
1995,W15,Saint Peter's,1389
1995,W16,NC A&T,1299
1995,X01,UCLA,1417
1995,X02,Connecticut,1163
1995,X03,Maryland,1268
1995,X04,Utah,1428
1995,X05,Mississippi St.,1280
1995,X06,Oregon,1332
1995,X07,Cincinnati,1153
1995,X08,Missouri,1281
1995,X09,Indiana,1231
1995,X10,Temple,1396
1995,X11,Texas,1400
1995,X12,Santa Clara,1365
1995,X13,Long Beach St.,1253
1995,X14,Gonzaga,1211
1995,X15,Chattanooga,1151
1995,X16,Florida Intl,1198
1995,Y01,Kansas,1242
1995,Y02,Arkansas,1116
1995,Y03,Purdue,1345
1995,Y04,Virginia,1438
1995,Y05,Arizona,1112
1995,Y06,Memphis,1272
1995,Y07,Syracuse,1393
1995,Y08,WKU,1443
1995,Y09,Michigan,1276
1995,Y10,S Illinois,1356
1995,Y11,Louisville,1257
1995,Y12,Miami OH,1275
1995,Y13,Nicholls St.,1311
1995,Y14,WI Green Bay,1453
1995,Y15,TX Southern,1411
1995,Y16,Colgate,1159
1995,Z01,Kentucky,1246
1995,Z02,North Carolina,1314
1995,Z03,Michigan St.,1277
1995,Z04,Oklahoma,1328
1995,Z05,Arizona St.,1113
1995,Z06,Georgetown,1207
1995,Z07,Iowa St.,1235
1995,Z08,BYU,1140
1995,Z09,Tulane,1408
1995,Z10,Florida,1196
1995,Z11,Xavier,1462
1995,Z12,Ball St.,1123
1995,Z13,Manhattan,1264
1995,Z14,Weber St.,1451
1995,Z15,Murray St.,1293
1995,Z16,Mt St. Mary's,1291
1996,W01,Massachusetts,1269
1996,W02,Georgetown,1207
1996,W03,Texas Tech,1403
1996,W04,Marquette,1266
1996,W05,Penn St.,1336
1996,W06,North Carolina,1314
1996,W07,New Mexico,1307
1996,W08,Bradley,1133
1996,W09,Stanford,1390
1996,W10,Kansas St.,1243
1996,W11,New Orleans,1309
1996,W12,Arkansas,1116
1996,W13,Monmouth NJ,1284
1996,W14,N Illinois,1296
1996,W15,MS Valley St.,1290
1996,W16,UCF,1416
1996,X01,Kentucky,1246
1996,X02,Wake Forest,1448
1996,X03,Villanova,1437
1996,X04,Utah,1428
1996,X05,Iowa St.,1235
1996,X06,Louisville,1257
1996,X07,Michigan,1276
1996,X08,WI Green Bay,1453
1996,X09,Virginia Tech,1439
1996,X10,Texas,1400
1996,X11,Tulsa,1409
1996,X12,California,1143
1996,X13,Canisius,1145
1996,X14,Portland,1339
1996,X15,ULM,1419
1996,X16,San Jose St.,1363
1996,Y01,Connecticut,1163
1996,Y02,Cincinnati,1153
1996,Y03,Georgia Tech,1210
1996,Y04,UCLA,1417
1996,Y05,Mississippi St.,1280
1996,Y06,Indiana,1231
1996,Y07,Temple,1396
1996,Y08,Duke,1181
1996,Y09,E Michigan,1185
1996,Y10,Oklahoma,1328
1996,Y11,Boston College,1130
1996,Y12,VCU,1433
1996,Y13,Princeton,1343
1996,Y14,Austin Peay,1122
1996,Y15,UNC Greensboro,1422
1996,Y16,Colgate,1159
1996,Z01,Purdue,1345
1996,Z02,Kansas,1242
1996,Z03,Arizona,1112
1996,Z04,Syracuse,1393
1996,Z05,Memphis,1272
1996,Z06,Iowa,1234
1996,Z07,Maryland,1268
1996,Z08,Georgia,1208
1996,Z09,Clemson,1155
1996,Z10,Santa Clara,1365
1996,Z11,G Washington,1203
1996,Z12,Drexel,1180
1996,Z13,Montana St.,1286
1996,Z14,Valparaiso,1434
1996,Z15,S Carolina St.,1354
1996,Z16,W Carolina,1441
1997,W01,North Carolina,1314
1997,W02,South Carolina,1376
1997,W03,New Mexico,1307
1997,W04,Villanova,1437
1997,W05,California,1143
1997,W06,Louisville,1257
1997,W07,Wisconsin,1458
1997,W08,Indiana,1231
1997,W09,Colorado,1160
1997,W10,Texas,1400
1997,W11,Massachusetts,1269
1997,W12,Princeton,1343
1997,W13,LIU Brooklyn,1254
1997,W14,Old Dominion,1330
1997,W15,Coppin St.,1164
1997,W16,Fairfield,1193
1997,X01,Kansas,1242
1997,X02,Duke,1181
1997,X03,Georgia,1208
1997,X04,Arizona,1112
1997,X05,Maryland,1268
1997,X06,Illinois,1228
1997,X07,Marquette,1266
1997,X08,Purdue,1345
1997,X09,Rhode Island,1348
1997,X10,Providence,1344
1997,X11,USC,1425
1997,X12,Col Charleston,1158
1997,X13,South Alabama,1375
1997,X14,Chattanooga,1151
1997,X15,Murray St.,1293
1997,X16,Jackson St.,1238
1997,Y01,Minnesota,1278
1997,Y02,UCLA,1417
1997,Y03,Cincinnati,1153
1997,Y04,Clemson,1155
1997,Y05,Tulsa,1409
1997,Y06,Iowa St.,1235
1997,Y07,Xavier,1462
1997,Y08,Mississippi,1279
1997,Y09,Temple,1396
1997,Y10,Vanderbilt,1435
1997,Y11,Illinois St.,1229
1997,Y12,Boston Univ,1131
1997,Y13,Miami OH,1275
1997,Y14,Butler,1139
1997,Y15,Charleston So,1149
1997,Y16,Texas St.,1402
1997,Z01,Kentucky,1246
1997,Z02,Utah,1428
1997,Z03,Wake Forest,1448
1997,Z04,Saint Joseph's,1386
1997,Z05,Boston College,1130
1997,Z06,Stanford,1390
1997,Z07,Charlotte,1150
1997,Z08,Iowa,1234
1997,Z09,Virginia,1438
1997,Z10,Georgetown,1207
1997,Z11,Oklahoma,1328
1997,Z12,Valparaiso,1434
1997,Z13,Pacific,1334
1997,Z14,Saint Mary's,1388
1997,Z15,Navy,1298
1997,Z16,Montana,1285
1998,W01,North Carolina,1314
1998,W02,Connecticut,1163
1998,W03,South Carolina,1376
1998,W04,Michigan St.,1277
1998,W05,Princeton,1343
1998,W06,Xavier,1462
1998,W07,Indiana,1231
1998,W08,Charlotte,1150
1998,W09,IL Chicago,1227
1998,W10,Oklahoma,1328
1998,W11,Washington,1449
1998,W12,UNLV,1424
1998,W13,E Michigan,1185
1998,W14,Richmond,1350
1998,W15,F Dickinson,1192
1998,W16,Navy,1298
1998,X01,Arizona,1112
1998,X02,Cincinnati,1153
1998,X03,Utah,1428
1998,X04,Maryland,1268
1998,X05,Illinois,1228
1998,X06,Arkansas,1116
1998,X07,Temple,1396
1998,X08,Tennessee,1397
1998,X09,Illinois St.,1229
1998,X10,West Virginia,1452
1998,X11,Nebraska,1304
1998,X12,South Alabama,1375
1998,X13,Utah St.,1429
1998,X14,San Francisco,1362
1998,X15,Northern Arizona,1319
1998,X16,Nicholls St.,1311
1998,Y01,Kansas,1242
1998,Y02,Purdue,1345
1998,Y03,Stanford,1390
1998,Y04,Mississippi,1279
1998,Y05,TCU,1395
1998,Y06,Clemson,1155
1998,Y07,St. John's,1385
1998,Y08,Rhode Island,1348
1998,Y09,Murray St.,1293
1998,Y10,Detroit,1178
1998,Y11,W Michigan,1444
1998,Y12,Florida St.,1199
1998,Y13,Valparaiso,1434
1998,Y14,Col Charleston,1158
1998,Y15,Delaware,1174
1998,Y16,Prairie View,1341
1998,Z01,Duke,1181
1998,Z02,Kentucky,1246
1998,Z03,Michigan,1276
1998,Z04,New Mexico,1307
1998,Z05,Syracuse,1393
1998,Z06,UCLA,1417
1998,Z07,Massachusetts,1269
1998,Z08,Oklahoma St.,1329
1998,Z09,G Washington,1203
1998,Z10,Saint Louis,1387
1998,Z11,Miami FL,1274
1998,Z12,Iona,1233
1998,Z13,Butler,1139
1998,Z14,Davidson,1172
1998,Z15,S Carolina St.,1354
1998,Z16,Radford,1347
1999,W01,Duke,1181
1999,W02,Miami FL,1274
1999,W03,Cincinnati,1153
1999,W04,Tennessee,1397
1999,W05,Wisconsin,1458
1999,W06,Temple,1396
1999,W07,Texas,1400
1999,W08,Col Charleston,1158
1999,W09,Tulsa,1409
1999,W10,Purdue,1345
1999,W11,Kent,1245
1999,W12,Missouri St.,1283
1999,W13,Delaware,1174
1999,W14,George Mason,1206
1999,W15,Lafayette,1248
1999,W16,Florida A&M,1197
1999,X01,Michigan St.,1277
1999,X02,Utah,1428
1999,X03,Kentucky,1246
1999,X04,Arizona,1112
1999,X05,Charlotte,1150
1999,X06,Kansas,1242
