Season,TeamName,TeamID,ConfAbbrev,ConfName
1985,UC Santa Barbara,1364,pcaa,Pacific Coast Athletic Association
1985,Santa Clara,1365,wcc,West Coast Conference
1985,SE Louisiana,1368,gsc,Gulf Star Conference
1985,Seton Hall,1371,big_east,Big East Conference
1985,Siena,1373,ecacn,Eastern Collegiate Athletic Conference North
1985,SMU,1374,swc,Southwest Conference
1985,South Alabama,1375,sun_belt,Sun Belt Conference
1985,South Carolina,1376,metro,Metropolitan Collegiate Athletic Conference
1985,South Florida,1378,sun_belt,Sun Belt Conference
1985,Southern Miss,1379,metro,Metropolitan Collegiate Athletic Conference
1985,Southern Univ,1380,swac,Southwest Athletic Conference
1985,St Bonaventure,1382,a_ten,Atlantic 10 Conference
1985,St Francis NY,1383,ecacm,Eastern Collegiate Athletic Conference Metro
1985,St Francis PA,1384,ecacm,Eastern Collegiate Athletic Conference Metro
1985,St John's,1385,big_east,Big East Conference
1985,St Joseph's PA,1386,a_ten,Atlantic 10 Conference
1985,St Louis,1387,mw_city,Midwestern City Conference
1985,St Mary's CA,1388,wcc,West Coast Conference
1985,St Peter's,1389,maac,Metro Atlantic Athletic Conference
1985,Stanford,1390,pac_ten,Pacific-10 Conference
1985,Stetson,1391,ind,Independent
1985,Syracuse,1393,big_east,Big East Conference
1985,TCU,1395,swc,Southwest Conference
1985,Temple,1396,a_ten,Atlantic 10 Conference
1985,Tennessee,1397,sec,Southeastern Conference
1985,Tennessee St,1398,ind,Independent
1985,Tennessee Tech,1399,ovc,Ohio Valley Conference
1985,Texas,1400,swc,Southwest Conference
1985,Texas A&M,1401,swc,Southwest Conference
1985,Texas St,1402,gsc,Gulf Star Conference
1985,Texas Tech,1403,swc,Southwest Conference
1985,Toledo,1405,mac,Mid-American Conference
1985,Towson,1406,ecc,East Coast Conference
1985,Tulane,1408,metro,Metropolitan Collegiate Athletic Conference
1985,Tulsa,1409,mvc,Missouri Valley Conference
1985,UTRGV,1410,ind,Independent
1985,TX Southern,1411,swac,Southwest Athletic Conference
1985,UAB,1412,sun_belt,Sun Belt Conference
1985,UC Irvine,1414,pcaa,Pacific Coast Athletic Association
1985,UCF,1416,ind,Independent
1985,UCLA,1417,pac_ten,Pacific-10 Conference
1985,Louisiana,1418,ind,Independent
1985,ULM,1419,southland,Southland Conference
1985,UNC Wilmington,1423,ecacs,Eastern Collegiate Athletic Conference South
1985,UNLV,1424,pcaa,Pacific Coast Athletic Association
1985,USC,1425,pac_ten,Pacific-10 Conference
1985,UT Arlington,1426,southland,Southland Conference
1985,UT San Antonio,1427,ind,Independent
1985,Utah,1428,wac,Western Athletic Conference
1985,Utah St,1429,pcaa,Pacific Coast Athletic Association
1985,UTEP,1431,wac,Western Athletic Conference
1985,Utica,1432,ind,Independent
1985,VCU,1433,sun_belt,Sun Belt Conference
1985,Valparaiso,1434,mid_cont,Mid-Continent Conference
1985,Vanderbilt,1435,sec,Southeastern Conference
1985,Vermont,1436,ecacn,Eastern Collegiate Athletic Conference North
1985,Villanova,1437,big_east,Big East Conference
1985,Virginia,1438,acc,Atlantic Coast Conference
1985,Virginia Tech,1439,metro,Metropolitan Collegiate Athletic Conference
1985,VMI,1440,southern,Southern Conference
1985,W Carolina,1441,southern,Southern Conference
1985,W Illinois,1442,mid_cont,Mid-Continent Conference
1985,WKU,1443,sun_belt,Sun Belt Conference
1985,W Michigan,1444,mac,Mid-American Conference
1985,W Texas A&M,1446,mvc,Missouri Valley Conference
1985,Wagner,1447,ecacm,Eastern Collegiate Athletic Conference Metro
1985,Wake Forest,1448,acc,Atlantic Coast Conference
1985,Washington,1449,pac_ten,Pacific-10 Conference
1985,Washington St,1450,pac_ten,Pacific-10 Conference
1985,Weber St,1451,big_sky,Big Sky Conference
1985,West Virginia,1452,a_ten,Atlantic 10 Conference
1985,WI Green Bay,1453,mid_cont,Mid-Continent Conference
1985,Wichita St,1455,mvc,Missouri Valley Conference
1985,William & Mary,1456,ecacs,Eastern Collegiate Athletic Conference South
1985,Wisconsin,1458,big_ten,Big Ten Conference
1985,Wyoming,1461,wac,Western Athletic Conference
1985,Xavier,1462,mw_city,Midwestern City Conference
1985,Yale,1463,ivy,Ivy League
1985,Youngstown St,1464,ovc,Ohio Valley Conference
1986,Air Force,1102,wac,Western Athletic Conference
1986,Akron,1103,ovc,Ohio Valley Conference
1986,Alabama,1104,sec,Southeastern Conference
1986,Alabama St,1106,swac,Southwest Athletic Conference
1986,Alcorn St,1108,swac,Southwest Athletic Conference
1986,Alliant Intl,1109,ind,Independent
1986,American Univ,1110,caa,Coastal Athletic Association
1986,Appalachian St,1111,southern,Southern Conference
1986,Arizona,1112,pac_ten,Pacific-10 Conference
1986,Arizona St,1113,pac_ten,Pacific-10 Conference
1986,Ark Little Rock,1114,a_sun,Atlantic Sun Conference
1986,Arkansas,1116,swc,Southwest Conference
1986,Arkansas St,1117,southland,Southland Conference
1986,Army,1119,maac,Metro Atlantic Athletic Conference
1986,Auburn,1120,sec,Southeastern Conference
1986,Augusta,1121,big_south,Big South Conference
1986,Austin Peay,1122,ovc,Ohio Valley Conference
1986,Ball St,1123,mac,Mid-American Conference
1986,Baylor,1124,swc,Southwest Conference
1986,Bethune-Cookman,1126,meac,Mid-Eastern Athletic Conference
1986,Boise St,1129,big_sky,Big Sky Conference
1986,Boston College,1130,big_east,Big East Conference
1986,Boston Univ,1131,ecacn,Eastern Collegiate Athletic Conference North
1986,Bowling Green,1132,mac,Mid-American Conference
1986,Bradley,1133,mvc,Missouri Valley Conference
1986,Brooklyn,1134,ind,Independent
1986,Brown,1135,ivy,Ivy League
1986,Bucknell,1137,ecc,East Coast Conference
1986,Butler,1139,mw_coll,Midwestern Collegiate Conference
1986,BYU,1140,wac,Western Athletic Conference
1986,C Michigan,1141,mac,Mid-American Conference
1986,California,1143,pac_ten,Pacific-10 Conference
1986,Campbell,1144,big_south,Big South Conference
1986,Canisius,1145,ecacn,Eastern Collegiate Athletic Conference North
1986,Centenary,1147,a_sun,Atlantic Sun Conference
1986,Charleston So,1149,big_south,Big South Conference
1986,Charlotte,1150,sun_belt,Sun Belt Conference
1986,Chattanooga,1151,southern,Southern Conference
1986,Chicago St,1152,ind,Independent
1986,Cincinnati,1153,metro,Metropolitan Collegiate Athletic Conference
1986,Citadel,1154,southern,Southern Conference
1986,Clemson,1155,acc,Atlantic Coast Conference
1986,Cleveland St,1156,mid_cont,Mid-Continent Conference
1986,Colgate,1159,ecacn,Eastern Collegiate Athletic Conference North
1986,Colorado,1160,big_eight,Big Eight Conference
1986,Colorado St,1161,wac,Western Athletic Conference
1986,Columbia,1162,ivy,Ivy League
1986,Connecticut,1163,big_east,Big East Conference
1986,Coppin St,1164,meac,Mid-Eastern Athletic Conference
1986,Cornell,1165,ivy,Ivy League
1986,Creighton,1166,mvc,Missouri Valley Conference
1986,CS Fullerton,1168,pcaa,Pacific Coast Athletic Association
1986,Dartmouth,1171,ivy,Ivy League
1986,Davidson,1172,southern,Southern Conference
1986,Dayton,1173,ind,Independent
1986,Delaware,1174,ecc,East Coast Conference
1986,Delaware St,1175,meac,Mid-Eastern Athletic Conference
1986,DePaul,1177,ind,Independent
1986,Detroit,1178,mw_coll,Midwestern Collegiate Conference
1986,Drake,1179,mvc,Missouri Valley Conference
1986,Drexel,1180,ecc,East Coast Conference
1986,Duke,1181,acc,Atlantic Coast Conference
1986,Duquesne,1182,a_ten,Atlantic 10 Conference
1986,E Illinois,1183,mid_cont,Mid-Continent Conference
1986,E Kentucky,1184,ovc,Ohio Valley Conference
1986,E Michigan,1185,mac,Mid-American Conference
1986,E Washington,1186,ind,Independent
1986,East Carolina,1187,caa,Coastal Athletic Association
1986,ETSU,1190,southern,Southern Conference
1986,Evansville,1191,mw_coll,Midwestern Collegiate Conference
1986,F Dickinson,1192,ecacm,Eastern Collegiate Athletic Conference Metro
1986,Fairfield,1193,maac,Metro Atlantic Athletic Conference
1986,Florida,1196,sec,Southeastern Conference
1986,Florida A&M,1197,ind,Independent
1986,Florida St,1199,metro,Metropolitan Collegiate Athletic Conference
1986,Fordham,1200,maac,Metro Atlantic Athletic Conference
1986,Fresno St,1201,pcaa,Pacific Coast Athletic Association
1986,Furman,1202,southern,Southern Conference
1986,G Washington,1203,a_ten,Atlantic 10 Conference
1986,Ga Southern,1204,a_sun,Atlantic Sun Conference
1986,George Mason,1206,caa,Coastal Athletic Association
1986,Georgetown,1207,big_east,Big East Conference
1986,Georgia,1208,sec,Southeastern Conference
1986,Georgia St,1209,a_sun,Atlantic Sun Conference
1986,Georgia Tech,1210,acc,Atlantic Coast Conference
1986,Gonzaga,1211,wcc,West Coast Conference
1986,Grambling,1212,swac,Southwest Athletic Conference
1986,Hardin-Simmons,1215,a_sun,Atlantic Sun Conference
1986,Hartford,1216,ecacn,Eastern Collegiate Athletic Conference North
1986,Harvard,1217,ivy,Ivy League
1986,Hawaii,1218,wac,Western Athletic Conference
1986,Hofstra,1220,ecc,East Coast Conference
1986,Holy Cross,1221,maac,Metro Atlantic Athletic Conference
1986,Houston,1222,swc,Southwest Conference
1986,Houston Chr,1223,a_sun,Atlantic Sun Conference
1986,Howard,1224,meac,Mid-Eastern Athletic Conference
1986,Idaho,1225,big_sky,Big Sky Conference
1986,Idaho St,1226,big_sky,Big Sky Conference
1986,IL Chicago,1227,mid_cont,Mid-Continent Conference
1986,Illinois,1228,big_ten,Big Ten Conference
1986,Illinois St,1229,mvc,Missouri Valley Conference
1986,Indiana,1231,big_ten,Big Ten Conference
1986,Indiana St,1232,mvc,Missouri Valley Conference
1986,Iona,1233,maac,Metro Atlantic Athletic Conference
1986,Iowa,1234,big_ten,Big Ten Conference
1986,Iowa St,1235,big_eight,Big Eight Conference
1986,Jackson St,1238,swac,Southwest Athletic Conference
1986,Jacksonville,1239,sun_belt,Sun Belt Conference
1986,James Madison,1241,caa,Coastal Athletic Association
1986,Kansas,1242,big_eight,Big Eight Conference
1986,Kansas St,1243,big_eight,Big Eight Conference
1986,Kent,1245,mac,Mid-American Conference
1986,Kentucky,1246,sec,Southeastern Conference
1986,La Salle,1247,maac,Metro Atlantic Athletic Conference
1986,Lafayette,1248,ecc,East Coast Conference
1986,Lamar,1249,southland,Southland Conference
1986,Lehigh,1250,ecc,East Coast Conference
1986,Long Beach St,1253,pcaa,Pacific Coast Athletic Association
1986,LIU Brooklyn,1254,ecacm,Eastern Collegiate Athletic Conference Metro
1986,Louisiana Tech,1256,southland,Southland Conference
1986,Louisville,1257,metro,Metropolitan Collegiate Athletic Conference
1986,Loy Marymount,1258,wcc,West Coast Conference
1986,Loyola MD,1259,ecacm,Eastern Collegiate Athletic Conference Metro
1986,Loyola-Chicago,1260,mw_coll,Midwestern Collegiate Conference
1986,LSU,1261,sec,Southeastern Conference
1986,Maine,1263,ecacn,Eastern Collegiate Athletic Conference North
1986,Manhattan,1264,maac,Metro Atlantic Athletic Conference
1986,Marist,1265,ecacm,Eastern Collegiate Athletic Conference Metro
1986,Marquette,1266,ind,Independent
1986,Marshall,1267,southern,Southern Conference
1986,Maryland,1268,acc,Atlantic Coast Conference
1986,Massachusetts,1269,a_ten,Atlantic 10 Conference
1986,McNeese St,1270,southland,Southland Conference
1986,MD E Shore,1271,meac,Mid-Eastern Athletic Conference
1986,Memphis,1272,metro,Metropolitan Collegiate Athletic Conference
1986,Mercer,1273,a_sun,Atlantic Sun Conference
1986,Miami FL,1274,ind,Independent
1986,Miami OH,1275,mac,Mid-American Conference
1986,Michigan,1276,big_ten,Big Ten Conference
1986,Michigan St,1277,big_ten,Big Ten Conference
1986,Minnesota,1278,big_ten,Big Ten Conference
1986,Mississippi,1279,sec,Southeastern Conference
1986,Mississippi St,1280,sec,Southeastern Conference
1986,Missouri,1281,big_eight,Big Eight Conference
1986,Missouri St,1283,mid_cont,Mid-Continent Conference
1986,Monmouth NJ,1284,ecacm,Eastern Collegiate Athletic Conference Metro
1986,Montana,1285,big_sky,Big Sky Conference
1986,Montana St,1286,big_sky,Big Sky Conference
1986,Morehead St,1287,ovc,Ohio Valley Conference
1986,Morgan St,1288,meac,Mid-Eastern Athletic Conference
1986,MS Valley St,1290,swac,Southwest Athletic Conference
1986,MTSU,1292,ovc,Ohio Valley Conference
1986,Murray St,1293,ovc,Ohio Valley Conference
1986,N Illinois,1296,mac,Mid-American Conference
1986,Navy,1298,caa,Coastal Athletic Association
1986,NC A&T,1299,meac,Mid-Eastern Athletic Conference
1986,NC State,1301,acc,Atlantic Coast Conference
1986,Nebraska,1304,big_eight,Big Eight Conference
1986,Nevada,1305,big_sky,Big Sky Conference
1986,New Hampshire,1306,ecacn,Eastern Collegiate Athletic Conference North
1986,New Mexico,1307,wac,Western Athletic Conference
1986,New Mexico St,1308,pcaa,Pacific Coast Athletic Association
1986,New Orleans,1309,ind,Independent
1986,Niagara,1310,ecacn,Eastern Collegiate Athletic Conference North
1986,Nicholls St,1311,gsc,Gulf Star Conference
1986,North Carolina,1314,acc,Atlantic Coast Conference
1986,North Texas,1317,southland,Southland Conference
1986,Northeastern,1318,ecacn,Eastern Collegiate Athletic Conference North
1986,Northern Arizona,1319,big_sky,Big Sky Conference
1986,Northern Iowa,1320,mid_cont,Mid-Continent Conference
1986,Northwestern,1321,big_ten,Big Ten Conference
1986,Northwestern LA,1322,gsc,Gulf Star Conference
1986,Notre Dame,1323,ind,Independent
1986,Ohio,1325,mac,Mid-American Conference
1986,Ohio St,1326,big_ten,Big Ten Conference
1986,Oklahoma,1328,big_eight,Big Eight Conference
1986,Oklahoma St,1329,big_eight,Big Eight Conference
1986,Old Dominion,1330,sun_belt,Sun Belt Conference
1986,Oral Roberts,1331,mw_coll,Midwestern Collegiate Conference
1986,Oregon,1332,pac_ten,Pacific-10 Conference
1986,Oregon St,1333,pac_ten,Pacific-10 Conference
1986,Pacific,1334,pcaa,Pacific Coast Athletic Association
1986,Penn,1335,ivy,Ivy League
1986,Penn St,1336,a_ten,Atlantic 10 Conference
1986,Pepperdine,1337,wcc,West Coast Conference
1986,Pittsburgh,1338,big_east,Big East Conference
1986,Portland,1339,wcc,West Coast Conference
1986,Prairie View,1341,swac,Southwest Athletic Conference
1986,Princeton,1343,ivy,Ivy League
1986,Providence,1344,big_east,Big East Conference
1986,Purdue,1345,big_ten,Big Ten Conference
1986,Radford,1347,big_south,Big South Conference
1986,Rhode Island,1348,a_ten,Atlantic 10 Conference
1986,Rice,1349,swc,Southwest Conference
1986,Richmond,1350,caa,Coastal Athletic Association
1986,Rider,1351,ecc,East Coast Conference
1986,Robert Morris,1352,ecacm,Eastern Collegiate Athletic Conference Metro
1986,Rutgers,1353,a_ten,Atlantic 10 Conference
1986,S Carolina St,1354,meac,Mid-Eastern Athletic Conference
1986,S Illinois,1356,mvc,Missouri Valley Conference
1986,Samford,1359,a_sun,Atlantic Sun Conference
1986,San Diego,1360,wcc,West Coast Conference
1986,San Diego St,1361,wac,Western Athletic Conference
1986,San Francisco,1362,wcc,West Coast Conference
1986,San Jose St,1363,pcaa,Pacific Coast Athletic Association
1986,UC Santa Barbara,1364,pcaa,Pacific Coast Athletic Association
1986,Santa Clara,1365,wcc,West Coast Conference
1986,SE Louisiana,1368,gsc,Gulf Star Conference
1986,Seton Hall,1371,big_east,Big East Conference
1986,Siena,1373,ecacn,Eastern Collegiate Athletic Conference North
1986,SMU,1374,swc,Southwest Conference
1986,South Alabama,1375,sun_belt,Sun Belt Conference
1986,South Carolina,1376,metro,Metropolitan Collegiate Athletic Conference
1986,South Florida,1378,sun_belt,Sun Belt Conference
1986,Southern Miss,1379,metro,Metropolitan Collegiate Athletic Conference
1986,Southern Univ,1380,swac,Southwest Athletic Conference
1986,St Bonaventure,1382,a_ten,Atlantic 10 Conference
1986,St Francis NY,1383,ecacm,Eastern Collegiate Athletic Conference Metro
1986,St Francis PA,1384,ecacm,Eastern Collegiate Athletic Conference Metro
1986,St John's,1385,big_east,Big East Conference
1986,St Joseph's PA,1386,a_ten,Atlantic 10 Conference
1986,St Louis,1387,mw_coll,Midwestern Collegiate Conference
1986,St Mary's CA,1388,wcc,West Coast Conference
1986,St Peter's,1389,maac,Metro Atlantic Athletic Conference
1986,Stanford,1390,pac_ten,Pacific-10 Conference
1986,Stetson,1391,a_sun,Atlantic Sun Conference
1986,Syracuse,1393,big_east,Big East Conference
1986,TCU,1395,swc,Southwest Conference
1986,Temple,1396,a_ten,Atlantic 10 Conference
1986,Tennessee,1397,sec,Southeastern Conference
1986,Tennessee St,1398,ind,Independent
1986,Tennessee Tech,1399,ovc,Ohio Valley Conference
1986,Texas,1400,swc,Southwest Conference
1986,Texas A&M,1401,swc,Southwest Conference
1986,Texas St,1402,gsc,Gulf Star Conference
1986,Texas Tech,1403,swc,Southwest Conference
1986,Toledo,1405,mac,Mid-American Conference
1986,Towson,1406,ecc,East Coast Conference
1986,Tulsa,1409,mvc,Missouri Valley Conference
1986,UTRGV,1410,ind,Independent
1986,TX Southern,1411,swac,Southwest Athletic Conference
1986,UAB,1412,sun_belt,Sun Belt Conference
