Season,DayNum,WName,WTeamID,WScore,LName,LTeamID,LScore,NumOT
1986,138,North Carolina,1314,77,UAB,1412,59,0
1986,139,Alabama,1104,58,Illinois,1228,56,0
1986,139,Auburn,1120,81,St. John's,1385,65,0
1986,139,Cleveland St.,1156,75,Saint Joseph's,1386,69,0
1986,139,Iowa St.,1235,72,Michigan,1276,69,0
1986,139,Kentucky,1246,71,WKU,1443,64,0
1986,139,Navy,1298,97,Syracuse,1393,85,0
1986,139,NC State,1301,80,Ark Little Rock,1114,66,1
1986,139,UNLV,1424,70,Maryland,1268,64,0
1986,143,Auburn,1120,70,UNLV,1424,63,0
1986,143,Kentucky,1246,68,Alabama,1104,63,0
1986,143,Louisville,1257,94,North Carolina,1314,79,0
1986,143,LSU,1261,70,Georgia Tech,1210,64,0
1986,144,Duke,1181,74,DePaul,1177,67,0
1986,144,Kansas,1242,96,Michigan St.,1277,86,1
1986,144,Navy,1298,71,Cleveland St.,1156,70,0
1986,144,NC State,1301,70,Iowa St.,1235,66,0
1986,145,Louisville,1257,84,Auburn,1120,76,0
1986,145,LSU,1261,59,Kentucky,1246,57,0
1986,146,Duke,1181,71,Navy,1298,50,0
1986,146,Kansas,1242,75,NC State,1301,67,0
1986,152,Duke,1181,71,Kansas,1242,67,0
1986,152,Louisville,1257,88,LSU,1261,77,0
1986,154,Louisville,1257,72,Duke,1181,69,0
1987,136,Alabama,1104,88,NC A&T,1299,71,0
1987,136,Auburn,1120,62,San Diego,1360,61,0
1987,136,Austin Peay,1122,68,Illinois,1228,67,0
1987,136,Duke,1181,58,Texas A&M,1401,51,0
1987,136,Indiana,1231,92,Fairfield,1193,58,0
1987,136,Kansas St.,1243,82,Georgia,1208,79,1
1987,136,Michigan,1276,97,Navy,1298,82,0
1987,136,New Orleans,1309,83,BYU,1140,79,0
1987,136,North Carolina,1314,113,Penn,1335,82,0
1987,136,Notre Dame,1323,84,MTSU,1292,71,0
1987,136,Providence,1344,90,UAB,1412,68,0
1987,136,TCU,1395,76,Marshall,1267,60,0
1987,136,UCLA,1417,92,C Michigan,1141,73,0
1987,136,UNLV,1424,95,Idaho St.,1226,70,0
1987,136,Wyoming,1461,64,Virginia,1438,60,0
1987,136,Xavier,1462,70,Missouri,1281,69,0
1987,137,DePaul,1177,76,Louisiana Tech,1256,62,0
1987,137,Florida,1196,82,NC State,1301,70,0
1987,137,Georgetown,1207,75,Bucknell,1137,53,0
1987,137,Iowa,1234,99,Santa Clara,1365,76,0
1987,137,Kansas,1242,66,Houston,1222,55,0
1987,137,LSU,1261,85,Georgia Tech,1210,79,0
1987,137,Missouri St.,1283,65,Clemson,1155,60,0
1987,137,Ohio St.,1326,91,Kentucky,1246,77,0
1987,137,Oklahoma,1328,74,Tulsa,1409,69,0
1987,137,Pittsburgh,1338,93,Marist,1265,68,0
1987,137,Purdue,1345,104,Northeastern,1318,95,0
1987,137,St. John's,1385,57,Wichita St.,1455,55,0
1987,137,Syracuse,1393,79,Ga Southern,1204,73,0
1987,137,Temple,1396,75,Southern Univ,1380,56,0
1987,137,UTEP,1431,98,Arizona,1112,91,1
1987,137,WKU,1443,64,West Virginia,1452,62,0
1987,138,Alabama,1104,101,New Orleans,1309,76,0
1987,138,Duke,1181,65,Xavier,1462,60,0
1987,138,Indiana,1231,107,Auburn,1120,90,0
1987,138,North Carolina,1314,109,Michigan,1276,97,0
1987,138,Notre Dame,1323,58,TCU,1395,57,0
1987,138,Providence,1344,90,Austin Peay,1122,87,1
1987,138,UNLV,1424,80,Kansas St.,1243,61,0
1987,138,Wyoming,1461,78,UCLA,1417,68,0
1987,139,DePaul,1177,83,St. John's,1385,75,1
1987,139,Florida,1196,85,Purdue,1345,66,0
1987,139,Georgetown,1207,82,Ohio St.,1326,79,0
1987,139,Iowa,1234,84,UTEP,1431,82,0
1987,139,Kansas,1242,67,Missouri St.,1283,63,0
1987,139,LSU,1261,72,Temple,1396,62,0
1987,139,Oklahoma,1328,96,Pittsburgh,1338,93,0
1987,139,Syracuse,1393,104,WKU,1443,86,0
1987,143,Georgetown,1207,70,Kansas,1242,57,0
1987,143,North Carolina,1314,74,Notre Dame,1323,68,0
1987,143,Providence,1344,103,Alabama,1104,82,0
1987,143,Syracuse,1393,87,Florida,1196,81,0
1987,144,Indiana,1231,88,Duke,1181,82,0
1987,144,Iowa,1234,93,Oklahoma,1328,91,1
1987,144,LSU,1261,63,DePaul,1177,58,0
1987,144,UNLV,1424,92,Wyoming,1461,78,0
1987,145,Providence,1344,88,Georgetown,1207,73,0
1987,145,Syracuse,1393,79,North Carolina,1314,75,0
1987,146,Indiana,1231,77,LSU,1261,76,0
1987,146,UNLV,1424,84,Iowa,1234,81,0
1987,152,Indiana,1231,97,UNLV,1424,93,0
1987,152,Syracuse,1393,77,Providence,1344,63,0
1987,154,Indiana,1231,74,Syracuse,1393,73,0
1988,136,Auburn,1120,90,Bradley,1133,86,0
1988,136,BYU,1140,98,Charlotte,1150,92,1
1988,136,DePaul,1177,83,Wichita St.,1455,62,0
1988,136,Duke,1181,85,Boston Univ,1131,69,0
1988,136,Florida,1196,62,St. John's,1385,59,0
1988,136,Kansas St.,1243,66,La Salle,1247,53,0
1988,136,Louisville,1257,70,Oregon St.,1333,61,0
1988,136,Loy Marymount,1258,119,Wyoming,1461,115,0
1988,136,Memphis,1272,75,Baylor,1124,60,0
1988,136,Michigan,1276,63,Boise St.,1129,58,0
1988,136,North Carolina,1314,83,North Texas,1317,65,0
1988,136,Oklahoma,1328,94,Chattanooga,1151,66,0
1988,136,Purdue,1345,94,F Dickinson,1192,79,0
1988,136,Rhode Island,1348,87,Missouri,1281,80,0
1988,136,SMU,1374,83,Notre Dame,1323,75,0
1988,136,Syracuse,1393,69,NC A&T,1299,55,0
1988,137,Arizona,1112,90,Cornell,1165,50,0
1988,137,Georgetown,1207,66,LSU,1261,63,0
1988,137,Georgia Tech,1210,90,Iowa St.,1235,78,0
1988,137,Illinois,1228,81,UT San Antonio,1427,72,0
1988,137,Iowa,1234,102,Florida St.,1199,98,0
1988,137,Kansas,1242,85,Xavier,1462,72,0
1988,137,Kentucky,1246,99,Southern Univ,1380,84,0
1988,137,Maryland,1268,92,UC Santa Barbara,1364,82,0
1988,137,Murray St.,1293,78,NC State,1301,75,0
1988,137,Pittsburgh,1338,108,E Michigan,1185,90,0
1988,137,Richmond,1350,72,Indiana,1231,69,0
1988,137,Seton Hall,1371,80,UTEP,1431,64,0
1988,137,Temple,1396,87,Lehigh,1250,73,0
1988,137,UNLV,1424,54,Missouri St.,1283,50,0
1988,137,Vanderbilt,1435,80,Utah St.,1429,77,0
1988,137,Villanova,1437,82,Arkansas,1116,74,0
1988,138,Duke,1181,94,SMU,1374,79,0
1988,138,Kansas St.,1243,66,DePaul,1177,58,0
1988,138,Louisville,1257,97,BYU,1140,76,0
1988,138,Michigan,1276,108,Florida,1196,85,0
1988,138,North Carolina,1314,123,Loy Marymount,1258,97,0
1988,138,Oklahoma,1328,107,Auburn,1120,87,0
1988,138,Purdue,1345,100,Memphis,1272,73,0
1988,138,Rhode Island,1348,97,Syracuse,1393,94,0
1988,139,Arizona,1112,84,Seton Hall,1371,55,0
1988,139,Iowa,1234,104,UNLV,1424,86,0
1988,139,Kansas,1242,61,Murray St.,1293,58,0
1988,139,Kentucky,1246,90,Maryland,1268,81,0
1988,139,Richmond,1350,59,Georgia Tech,1210,55,0
1988,139,Temple,1396,74,Georgetown,1207,53,0
1988,139,Vanderbilt,1435,80,Pittsburgh,1338,74,1
1988,139,Villanova,1437,66,Illinois,1228,63,0
1988,143,Duke,1181,73,Rhode Island,1348,72,0
1988,143,Oklahoma,1328,108,Louisville,1257,98,0
1988,143,Temple,1396,69,Richmond,1350,47,0
1988,143,Villanova,1437,80,Kentucky,1246,74,0
1988,144,Arizona,1112,99,Iowa,1234,79,0
1988,144,Kansas,1242,77,Vanderbilt,1435,64,0
1988,144,Kansas St.,1243,73,Purdue,1345,70,0
1988,144,North Carolina,1314,78,Michigan,1276,69,0
1988,145,Duke,1181,63,Temple,1396,53,0
1988,145,Oklahoma,1328,78,Villanova,1437,59,0
1988,146,Arizona,1112,70,North Carolina,1314,52,0
1988,146,Kansas,1242,71,Kansas St.,1243,58,0
1988,152,Kansas,1242,66,Duke,1181,59,0
1988,152,Oklahoma,1328,86,Arizona,1112,78,0
1988,154,Kansas,1242,83,Oklahoma,1328,79,0
1989,136,Arizona,1112,94,Robert Morris,1352,60,0
1989,136,Arkansas,1116,120,Loy Marymount,1258,101,0
1989,136,Ball St.,1123,68,Pittsburgh,1338,64,0
1989,136,Clemson,1155,83,Saint Mary's,1388,70,0
1989,136,DePaul,1177,66,Memphis,1272,63,0
1989,136,Duke,1181,90,S Carolina St.,1354,69,0
1989,136,Illinois,1228,77,McNeese St.,1270,71,0
1989,136,Louisiana Tech,1256,83,La Salle,1247,74,0
1989,136,Louisville,1257,76,Ark Little Rock,1114,71,0
1989,136,Minnesota,1278,86,Kansas St.,1243,75,0
1989,136,MTSU,1292,97,Florida St.,1199,83,0
1989,136,Oklahoma,1328,72,ETSU,1190,71,0
1989,136,Siena,1373,80,Stanford,1390,78,0
1989,136,UNLV,1424,68,Idaho,1225,56,0
1989,136,Virginia,1438,100,Providence,1344,97,0
1989,136,West Virginia,1452,84,Tennessee,1397,68,0
1989,137,Colorado St.,1161,68,Florida,1196,46,0
1989,137,Evansville,1191,94,Oregon St.,1333,90,1
1989,137,Georgetown,1207,50,Princeton,1343,49,0
1989,137,Indiana,1231,99,George Mason,1206,85,0
1989,137,Iowa,1234,87,Rutgers,1353,73,0
1989,137,Michigan,1276,92,Xavier,1462,87,0
1989,137,Missouri,1281,85,Creighton,1166,69,0
1989,137,NC State,1301,81,South Carolina,1376,66,0
1989,137,North Carolina,1314,93,Southern Univ,1380,79,0
1989,137,Notre Dame,1323,81,Vanderbilt,1435,65,0
1989,137,Seton Hall,1371,60,Missouri St.,1283,51,0
1989,137,South Alabama,1375,86,Alabama,1104,84,0
1989,137,Syracuse,1393,104,Bucknell,1137,81,0
1989,137,Texas,1400,76,Georgia Tech,1210,70,0
1989,137,UCLA,1417,84,Iowa St.,1235,74,0
1989,137,UTEP,1431,85,LSU,1261,74,0
1989,138,Arizona,1112,94,Clemson,1155,68,0
1989,138,Duke,1181,70,West Virginia,1452,63,0
1989,138,Illinois,1228,72,Ball St.,1123,60,0
1989,138,Louisville,1257,93,Arkansas,1116,84,0
1989,138,Minnesota,1278,80,Siena,1373,67,0
1989,138,Oklahoma,1328,124,Louisiana Tech,1256,81,0
1989,138,UNLV,1424,85,DePaul,1177,70,0
1989,138,Virginia,1438,104,MTSU,1292,88,0
1989,139,Georgetown,1207,81,Notre Dame,1323,74,0
1989,139,Indiana,1231,92,UTEP,1431,69,0
1989,139,Michigan,1276,91,South Alabama,1375,82,0
1989,139,Missouri,1281,108,Texas,1400,89,0
1989,139,NC State,1301,102,Iowa,1234,96,1
1989,139,North Carolina,1314,88,UCLA,1417,81,0
1989,139,Seton Hall,1371,87,Evansville,1191,73,0
1989,139,Syracuse,1393,65,Colorado St.,1161,50,0
1989,143,Michigan,1276,92,North Carolina,1314,87,0
1989,143,Seton Hall,1371,78,Indiana,1231,65,0
1989,143,UNLV,1424,68,Arizona,1112,67,0
1989,143,Virginia,1438,86,Oklahoma,1328,80,0
1989,144,Duke,1181,87,Minnesota,1278,70,0
1989,144,Georgetown,1207,69,NC State,1301,61,0
1989,144,Illinois,1228,83,Louisville,1257,69,0
1989,144,Syracuse,1393,83,Missouri,1281,80,0
1989,145,Michigan,1276,102,Virginia,1438,65,0
1989,145,Seton Hall,1371,84,UNLV,1424,61,0
1989,146,Duke,1181,85,Georgetown,1207,77,0
1989,146,Illinois,1228,89,Syracuse,1393,86,0
1989,152,Michigan,1276,83,Illinois,1228,81,0
1989,152,Seton Hall,1371,95,Duke,1181,78,0
1989,154,Michigan,1276,80,Seton Hall,1371,79,1
1990,136,Arkansas,1116,68,Princeton,1343,64,0
1990,136,Ball St.,1123,54,Oregon St.,1333,53,0
1990,136,California,1143,65,Indiana,1231,63,0
1990,136,Clemson,1155,49,BYU,1140,47,0
1990,136,Connecticut,1163,76,Boston Univ,1131,52,0
1990,136,Dayton,1173,88,Illinois,1228,86,0
1990,136,Georgia Tech,1210,99,ETSU,1190,83,0
1990,136,La Salle,1247,79,Southern Miss,1379,63,0
1990,136,Louisville,1257,78,Idaho,1225,59,0
1990,136,LSU,1261,70,Villanova,1437,63,0
1990,136,Michigan St.,1277,75,Murray St.,1293,71,1
1990,136,North Carolina,1314,83,Missouri St.,1283,70,0
1990,136,Ohio St.,1326,84,Providence,1344,83,1
1990,136,Oklahoma,1328,77,Towson,1406,68,0
1990,136,UC Santa Barbara,1364,70,Houston,1222,66,0
1990,136,UNLV,1424,102,Ark Little Rock,1114,72,0
1990,137,Alabama,1104,71,Colorado St.,1161,54,0
1990,137,Arizona,1112,79,South Florida,1378,67,0
1990,137,Duke,1181,81,Richmond,1350,46,0
1990,137,Georgetown,1207,70,TX Southern,1411,52,0
1990,137,Kansas,1242,79,Robert Morris,1352,71,0
1990,137,Loy Marymount,1258,111,New Mexico St.,1308,92,0
1990,137,Michigan,1276,76,Illinois St.,1229,70,0
1990,137,Minnesota,1278,64,UTEP,1431,61,1
1990,137,Northern Iowa,1320,74,Missouri,1281,71,0
1990,137,Purdue,1345,75,ULM,1419,63,0
1990,137,St. John's,1385,81,Temple,1396,65,0
1990,137,Syracuse,1393,70,Coppin St.,1164,48,0
1990,137,Texas,1400,100,Georgia,1208,88,0
1990,137,UCLA,1417,68,UAB,1412,56,0
1990,137,Virginia,1438,75,Notre Dame,1323,67,0
1990,137,Xavier,1462,87,Kansas St.,1243,79,0
1990,138,Arkansas,1116,86,Dayton,1173,84,0
1990,138,Ball St.,1123,62,Louisville,1257,60,0
1990,138,Clemson,1155,79,La Salle,1247,75,0
1990,138,Connecticut,1163,74,California,1143,54,0
1990,138,Georgia Tech,1210,94,LSU,1261,91,0
1990,138,Michigan St.,1277,62,UC Santa Barbara,1364,58,0
1990,138,North Carolina,1314,79,Oklahoma,1328,77,0
1990,138,UNLV,1424,76,Ohio St.,1326,65,0
1990,139,Alabama,1104,77,Arizona,1112,55,0
1990,139,Duke,1181,76,St. John's,1385,72,0
1990,139,Loy Marymount,1258,149,Michigan,1276,115,0
1990,139,Minnesota,1278,81,Northern Iowa,1320,78,0
1990,139,Syracuse,1393,63,Virginia,1438,61,0
1990,139,Texas,1400,73,Purdue,1345,72,0
1990,139,UCLA,1417,71,Kansas,1242,70,0
1990,139,Xavier,1462,74,Georgetown,1207,71,0
1990,143,Arkansas,1116,96,North Carolina,1314,73,0
1990,143,Connecticut,1163,71,Clemson,1155,70,0
1990,143,Duke,1181,90,UCLA,1417,81,0
1990,143,Texas,1400,102,Xavier,1462,89,0
1990,144,Georgia Tech,1210,81,Michigan St.,1277,80,1
1990,144,Loy Marymount,1258,62,Alabama,1104,60,0
1990,144,Minnesota,1278,82,Syracuse,1393,75,0
1990,144,UNLV,1424,69,Ball St.,1123,67,0
1990,145,Arkansas,1116,88,Texas,1400,85,0
1990,145,Duke,1181,79,Connecticut,1163,78,1
1990,146,Georgia Tech,1210,93,Minnesota,1278,91,0
1990,146,UNLV,1424,131,Loy Marymount,1258,101,0
1990,152,Duke,1181,97,Arkansas,1116,83,0
1990,152,UNLV,1424,90,Georgia Tech,1210,81,0
1990,154,UNLV,1424,103,Duke,1181,73,0
1991,136,Arizona,1112,93,Saint Francis PA,1384,80,0
1991,136,BYU,1140,61,Virginia,1438,48,0
1991,136,Connecticut,1163,79,LSU,1261,62,0
1991,136,Creighton,1166,64,New Mexico St.,1308,56,0
1991,136,Duke,1181,102,ULM,1419,73,0
1991,136,Florida St.,1199,75,USC,1425,72,0
1991,136,Indiana,1231,79,Coastal Car,1157,69,0
1991,136,Iowa,1234,76,ETSU,1190,73,0
1991,136,Kansas,1242,55,New Orleans,1309,49,0
1991,136,NC State,1301,114,Southern Miss,1379,85,0
1991,136,Oklahoma St.,1329,67,New Mexico,1307,54,0
1991,136,Pittsburgh,1338,76,Georgia,1208,68,1
1991,136,Richmond,1350,73,Syracuse,1393,69,0
1991,136,Seton Hall,1371,71,Pepperdine,1337,51,0
1991,136,Temple,1396,80,Purdue,1345,63,0
1991,136,Xavier,1462,89,Nebraska,1304,84,0
1991,137,Alabama,1104,89,Murray St.,1293,79,0
1991,137,Arizona St.,1113,79,Rutgers,1353,76,0
1991,137,Arkansas,1116,117,Georgia St.,1209,76,0
1991,137,E Michigan,1185,76,Mississippi St.,1280,56,0
1991,137,Georgetown,1207,70,Vanderbilt,1435,60,0
1991,137,Georgia Tech,1210,87,DePaul,1177,70,0
1991,137,Michigan St.,1277,60,WI Green Bay,1453,58,0
1991,137,North Carolina,1314,101,Northeastern,1318,66,0
1991,137,Ohio St.,1326,97,Towson,1406,86,0
1991,137,Penn St.,1336,74,UCLA,1417,69,0
1991,137,St. John's,1385,75,N Illinois,1296,68,0
1991,137,Texas,1400,73,Saint Peter's,1389,65,0
1991,137,UNLV,1424,99,Montana,1285,65,0
1991,137,Utah,1428,82,South Alabama,1375,72,0
1991,137,Villanova,1437,50,Princeton,1343,48,0
1991,137,Wake Forest,1448,71,Louisiana Tech,1256,65,0
1991,138,Arizona,1112,76,BYU,1140,61,0
1991,138,Connecticut,1163,66,Xavier,1462,50,0
1991,138,Duke,1181,85,Iowa,1234,70,0
1991,138,Indiana,1231,82,Florida St.,1199,60,0
1991,138,Kansas,1242,77,Pittsburgh,1338,66,0
1991,138,Oklahoma St.,1329,73,NC State,1301,64,0
1991,138,Seton Hall,1371,81,Creighton,1166,69,0
1991,138,Temple,1396,77,Richmond,1350,64,0
1991,139,Alabama,1104,96,Wake Forest,1448,88,0
1991,139,Arkansas,1116,97,Arizona St.,1113,90,0
1991,139,E Michigan,1185,71,Penn St.,1336,68,1
1991,139,North Carolina,1314,84,Villanova,1437,69,0
1991,139,Ohio St.,1326,65,Georgia Tech,1210,61,0
1991,139,St. John's,1385,84,Texas,1400,76,0
1991,139,UNLV,1424,62,Georgetown,1207,54,0
1991,139,Utah,1428,85,Michigan St.,1277,84,1
1991,143,Arkansas,1116,93,Alabama,1104,70,0
1991,143,Kansas,1242,83,Indiana,1231,65,0
1991,143,Seton Hall,1371,81,Arizona,1112,77,0
1991,143,UNLV,1424,83,Utah,1428,66,0
1991,144,Duke,1181,81,Connecticut,1163,67,0
1991,144,North Carolina,1314,93,E Michigan,1185,67,0
1991,144,St. John's,1385,91,Ohio St.,1326,74,0
1991,144,Temple,1396,72,Oklahoma St.,1329,63,1
1991,145,Kansas,1242,93,Arkansas,1116,81,0
1991,145,UNLV,1424,77,Seton Hall,1371,65,0
1991,146,Duke,1181,78,St. John's,1385,61,0
1991,146,North Carolina,1314,75,Temple,1396,72,0
1991,152,Duke,1181,79,UNLV,1424,77,0
1991,152,Kansas,1242,79,North Carolina,1314,73,0
1991,154,Duke,1181,72,Kansas,1242,65,0
1992,136,Alabama,1104,80,Stanford,1390,75,0
1992,136,Arkansas,1116,80,Murray St.,1293,69,0
1992,136,Connecticut,1163,86,Nebraska,1304,65,0
1992,136,Duke,1181,82,Campbell,1144,56,0
1992,136,Florida St.,1199,78,Montana,1285,68,0
1992,136,Georgetown,1207,75,South Florida,1378,60,0
1992,136,Georgia Tech,1210,65,Houston,1222,60,0
1992,136,Indiana,1231,94,E Illinois,1183,55,0
1992,136,Iowa,1234,98,Texas,1400,92,0
1992,136,LSU,1261,94,BYU,1140,83,0
1992,136,Memphis,1272,80,Pepperdine,1337,70,0
1992,136,Missouri,1281,89,West Virginia,1452,78,0
1992,136,North Carolina,1314,68,Miami OH,1275,63,0
1992,136,Ohio St.,1326,83,MS Valley St.,1290,56,0
1992,136,Seton Hall,1371,78,La Salle,1247,76,0
1992,136,USC,1425,84,ULM,1419,54,0
1992,137,Cincinnati,1153,85,Delaware,1174,47,0
1992,137,ETSU,1190,87,Arizona,1112,80,0
1992,137,Iowa St.,1235,76,Charlotte,1150,74,0
1992,137,Kansas,1242,100,Howard,1224,67,0
1992,137,Kentucky,1246,88,Old Dominion,1330,69,0
1992,137,Louisville,1257,81,Wake Forest,1448,58,0
1992,137,Massachusetts,1269,85,Fordham,1200,58,0
1992,137,Michigan,1276,73,Temple,1396,66,0
1992,137,Michigan St.,1277,61,Missouri St.,1283,54,0
1992,137,New Mexico St.,1308,81,DePaul,1177,73,0
1992,137,Oklahoma St.,1329,100,Ga Southern,1204,73,0
1992,137,Syracuse,1393,51,Princeton,1343,43,0
1992,137,Tulane,1408,61,St. John's,1385,57,0
1992,137,UCLA,1417,73,Robert Morris,1352,53,0
1992,137,Louisiana,1418,87,Oklahoma,1328,83,0
1992,137,UTEP,1431,55,Evansville,1191,50,0
1992,138,Duke,1181,75,Iowa,1234,62,0
1992,138,Florida St.,1199,78,Georgetown,1207,68,0
1992,138,Georgia Tech,1210,79,USC,1425,78,0
1992,138,Indiana,1231,89,LSU,1261,79,0
1992,138,Memphis,1272,82,Arkansas,1116,80,0
1992,138,North Carolina,1314,64,Alabama,1104,55,0
1992,138,Ohio St.,1326,78,Connecticut,1163,55,0
1992,138,Seton Hall,1371,88,Missouri,1281,71,0
1992,139,Cincinnati,1153,77,Michigan St.,1277,65,0
1992,139,Kentucky,1246,106,Iowa St.,1235,98,0
1992,139,Massachusetts,1269,77,Syracuse,1393,71,1
1992,139,Michigan,1276,102,ETSU,1190,90,0
1992,139,New Mexico St.,1308,81,Louisiana,1418,73,0
1992,139,Oklahoma St.,1329,87,Tulane,1408,71,0
1992,139,UCLA,1417,85,Louisville,1257,69,0
1992,139,UTEP,1431,66,Kansas,1242,60,0
1992,143,Duke,1181,81,Seton Hall,1371,69,0
1992,143,Indiana,1231,85,Florida St.,1199,74,0
1992,143,Kentucky,1246,87,Massachusetts,1269,77,0
1992,143,UCLA,1417,85,New Mexico St.,1308,78,0
